protein_id,cpbb,aa_entropy_k3
MGPE01000005.1_249,0.0326325384480981,8.494070533852684
MGPE01000005.1_281,0.03741911539780244,7.949453535888625
MGPE01000015.1_63,0.0768903823221183,8.455874211167737
MNUO01000065.1_9,0.014573895462322822,7.135662612462435
MNUO01000132.1_15,0.035071113813114,6.9876214748198935
MNUO01000016.1_5,0.026236129696166552,9.164118928643637
MNUO01000064.1_7,0.057427311644179115,6.339850002884614
MNUO01000045.1_5,0.05707070742903466,7.07953894953179
MNUO01000110.1_6,0.03214970652295836,7.746042292051659
MNUP01000052.1_13,0.05377242806673435,8.338802700843562
MNUP01000041.1_10,0.06552818371261122,7.121578105420181
MNUP01000020.1_2,0.07113101519431396,6.713138453217281
MNUP01000146.1_2,0.04874353288987434,6.296928094887357
MNUP01000084.1_11,0.04306773992683616,7.731487077070492
MNUP01000087.1_20,0.04698675724289303,7.270477310659546
MNUP01000059.1_1,0.0586544261115994,8.698177025350304
MNUP01000059.1_2,0.07711002081688444,8.68590516807015
MNUP01000008.1_4,0.04450100038453528,7.124258419211291
MNYV01000029.1_13,0.05829777266538422,6.949784284662096
MNYV01000061.1_1,0.08007335678124324,7.281881895388438
MNYV01000182.1_5,0.13377196791370524,6.9876214748198935
MNYV01000135.1_6,0.05337816628503097,7.164760324016704
MNYV01000023.1_28,0.12952247371811543,7.156036112553442
MNYV01000183.1_1,0.037157314324497,6.182426338601928
MNYV01000060.1_13,0.08348751721674857,7.072140159802121
MNYV01000076.1_1,0.07621536491386688,7.692663169749866
MNYW01000092.1_35,0.09560942672145022,8.285753140802045
MNYW01000165.1_2,0.13189215098539808,6.8599886894982225
MNYW01000058.1_17,0.20383288289875842,8.371880269263473
MNYW01000166.1_13,0.04563218619635157,8.12473667622183
MNYW01000166.1_14,0.06243881497718218,7.9140625
MNYI01000232.1_3,0.021718883142104115,6.419954990101596
MNYI01000130.1_1,0.028524603365775236,7.215485357162529
MNYI01000174.1_23,0.07123618613723111,6.442943495848723
MNYI01000220.1_4,0.04399812958612347,6.885805386034933
MNYI01000047.1_8,0.06555801351752868,7.243665334878885
DCAZ01000067.1_12,0.07410566380818097,7.058051076544446
DCAZ01000057.1_5,0.04555371033162501,7.683076570519668
DCAZ01000115.1_16,0.07441951987406532,7.09699816090941
DCAZ01000131.1_6,0.07532219220480058,8.050161250423143
DCAZ01000041.1_25,0.163663757987884,8.429916030450606
DFGE01000032.1_6,0.11629160394612824,6.428400135381335
DFGE01000015.1_28,0.15881493844071656,6.4501392658161185
DFGE01000015.1_108,0.2552478741747923,8.254716689000041
DFGE01000015.1_139,0.06583038210624419,6.594301680849912
DFGE01000022.1_79,0.14998399696998865,5.6724253419715005
DFGE01000037.1_31,0.11796754339457366,6.458344564752678
DFGE01000019.1_16,0.1024733693273019,6.442943495848723
DFGE01000007.1_5,0.2150012394819684,8.745066455803745
DFGE01000010.1_11,0.23000043260033565,8.434913198632348
DFGE01000018.1_30,0.22912572540227494,7.114858771034353
DGKK01000031.1_38,0.021714461333191822,7.738442760418651
DGKK01000058.1_6,0.07752578305682996,6.5641291673878275
DGKK01000006.1_8,0.13729426810982123,8.103927280834382
DGKK01000048.1_3,0.037808418204084586,8.217099134141105
DHZH01000001.1_228,0.06284943658141139,7.706540606141372
DHZH01000003.1_130,0.07777903958122102,6.2531478367846995
DHZH01000006.1_61,0.07560690943043885,6.014091089055431
DHZH01000002.1_21,0.09899807972099674,6.512035660188261
DAPM01000018.1_39,0.09264303624344654,7.182426338601919
DAPM01000018.1_76,0.0502891095671489,7.537843295645788
NZUQ01000006.1_1,0.048202129136462296,7.863255221769463
NZUQ01000026.1_15,0.019120172263985193,8.490908239909901
NZUQ01000055.1_17,0.0062419633744503255,7.92966087588088
NZUQ01000083.1_5,0.02877239339562233,6.709052530034882
NZUQ01000092.1_23,0.08194982827908301,5.906890595608517
NZUQ01000105.1_4,0.026095842999821275,8.701845770460555
NZUQ01000108.1_2,0.02538295559834139,6.923181998146325
NZUQ01000123.1_3,0.01690708365478696,9.302145433073045
NZUQ01000130.1_23,0.05299675305334117,8.045248672350146
NZUQ01000135.1_6,0.04919746825933439,7.442025565797832
PAYP01000004.1_22,0.005175350183092157,8.50669771359411
PAYP01000007.1_25,0.029473005800789615,7.114997302659264
PAYP01000016.1_5,0.04179462297380451,6.980219503485252
PAYP01000020.1_5,0.0258984744251026,8.04057196582826
PAYP01000029.1_95,0.018574827271941024,8.541961388829066
PAYP01000034.1_25,0.008046566259302402,8.901148565132731
PAYP01000060.1_4,0.0674117150113293,8.606309367798174
PAYP01000078.1_11,0.006149794115773574,8.416041083350834
PAYP01000094.1_15,0.011820039313025344,7.863168551247498
PAYP01000105.1_11,0.039044853220239435,7.509332371311029
PFSX01000046.1_31,0.11165317652078287,7.754532719265482
PFSX01000043.1_2,0.0692806418623177,8.634189514656141
PXPD01000007.1_5,0.08144818754139146,9.414720137235573
PXPD01000016.1_3,0.03655168033278158,7.878571764007207
PXPD01000029.1_16,0.09347429084931946,7.560881775784421
PXPD01000036.1_10,0.06465913407784958,7.713138453217281
PXPD01000046.1_1,0.0657726212599371,8.31105918861311
PMNA01000009.1_27,0.16857930970722534,7.174518175410112
PMNA01000026.1_170,0.12984983854493842,7.8180475210410725
PMNA01000023.1_23,0.10618361536062952,8.653496959730854
PMNA01000022.1_18,0.05275888648450786,7.540833545344665
PMNA01000030.1_32,0.12600442256077568,6.326846660262595
PMNA01000030.1_95,0.1089154616240267,6.485816618220681
PMWA01000025.1_1,0.08356555871324682,7.517653434763961
PMWA01000092.1_36,0.1042972942888966,7.439782540403735
QMTU01000006.1_15,0.06945166474534793,7.062000782236041
QMTU01000046.1_1,0.07527785894896637,6.709052530034882
QNVD01000010.1_19,0.1828396556410865,7.323807132675702
QNVD01000112.1_4,0.20947279563529664,7.809586166157204
QNVD01000273.1_3,0.14686998362835177,7.6402815415053
QNVD01000274.1_9,0.16529225559046293,7.490072124024867
QNVD01000301.1_6,0.15948386381665672,7.8774738549327745
QNVD01000037.1_6,0.21910720203410958,8.343317025856681
QNVD01000064.1_1,0.20054382788280736,8.15471869665169
SHMX01000001.1_4,0.05435212250927069,7.3028129658475684
SHMX01000001.1_309,0.08783811984938904,6.848744744277086
SHMX01000002.1_158,0.14248005607405392,6.8979504523170005
SHMX01000002.1_467,0.07007757823964238,7.576323113005971
SHMX01000003.1_6,0.05556948487419396,7.315158644859914
SHMX01000003.1_38,0.12240122019185555,5.95407249870673
SHMX01000003.1_352,0.057754209716311004,7.677145386952813
SHMX01000003.1_472,0.032297512127158166,7.974376851337307
SHMX01000004.1_47,0.05333947584158385,7.15085588513986
SHMX01000004.1_327,0.11650851109674638,7.124343910822509
SHMX01000009.1_34,0.04275671169093869,8.03073338487104
WLOP01000001.1_151,0.0601604116263603,7.743118052720991
WLOP01000005.1_127,0.0738686737121636,6.90625
WLOP01000005.1_146,0.11442359429811498,8.542786096950927
WLOP01000008.1_40,0.0640536293835983,7.036060688662225
DRXH01000053.1_5,0.12897163120567376,6.501822825622244
DRXH01000186.1_2,0.12168620582321786,7.657374313590985
DRXH01000146.1_4,0.1051103353072918,7.444597268298644
DRXH01000073.1_2,0.07662787694744772,8.23709537350734
DRXT01000026.1_16,0.022210082203529127,8.251988215608081
DRXT01000027.1_4,0.04557617874967434,7.3420797900033845
WTCB01000078.1_8,0.1170035270627156,7.55154920361675
WTCB01000078.1_11,0.05801824446267706,7.665198018505292
WTCB01000078.1_21,0.09266453554029282,6.931602441389348
WTCB01000105.1_7,0.025549188150324528,8.578157521939346
WTCB01000083.1_7,0.06024435262072848,7.5564864196587855
WTCB01000008.1_5,0.1341592419756179,8.98222592674464
WTCB01000080.1_4,0.033855468711977,6.737291339955143
WTCB01000125.1_11,0.0670427739940788,8.671854049547516
WTCB01000052.1_2,0.0522909528242868,7.385472231480892
WSZW01000108.1_1,0.15884837004014152,8.013270035676888
WSZW01000155.1_5,0.07589551737589317,7.652448756450004
WSZW01000013.1_5,0.10585184110235607,7.53049639247505
WSZW01000093.1_4,0.17967522431594266,6.485645082015158
JACCLG010000012.1_50,0.07816922626452662,7.425735869100504
JACCLG010000050.1_63,0.07089260823313427,7.635779266938877
DVAE01000026.1_29,0.08010078288140239,7.48167198989852
DVAE01000003.1_2,0.08214139313174791,8.943363152889038
DVAE01000035.1_9,0.21218809214792034,5.652448756449988
DVAE01000001.1_39,0.07361377381874314,7.124736676221853
JAATVM010000059.1_11,0.04484670831683458,7.601718155024702
JAATVM010000099.1_1,0.11356205211430724,7.114997302659264
JAATVM010000010.1_6,0.0651575950116139,7.072756958897386
JAATVM010000107.1_10,0.02188229288612468,8.37026676368786
JAATVM010000116.1_1,0.040142679476231714,8.458844170826525
JAATVM010000153.1_4,0.09908276767703326,5.664497779200466
JAATVM010000153.1_11,0.09775979357260146,5.7548875021634665
JAATVM010000161.1_4,0.09318007031421666,5.129283016944964
JAATVM010000174.1_5,0.03136395126787108,7.00698319764384
JAATVM010000020.1_1,0.03839569822925052,8.041539999984254
JAATVM010000213.1_11,0.0577000676197561,8.858968882206605
JAATVM010000031.1_2,0.07167987105736758,7.2784642924809155
WFTM01000033.1_6,0.05855402272448171,6.652448756449977
WFTM01000045.1_8,0.12017609865795158,5.744996077161019
WFTM01000124.1_3,0.030337312996488962,8.319453445870264
WFTM01000193.1_5,0.05786514414820699,8.330133216640277
WFTM01000226.1_7,0.03919207208422228,9.390624603097866
WFTM01000226.1_17,0.060005795576297614,8.665844461839908
WFTM01000281.1_7,0.06260017127190103,8.081074987250533
WFTM01000303.1_2,0.06785006162852715,7.797636167541344
WFTM01000370.1_3,0.07074183288288989,7.474642682075788
WFTM01000393.1_2,0.06611904399384845,7.766038340489247
WFTM01000479.1_12,0.021628110726766018,9.024433319777318
WAQS01000026.1_8,0.05634007330343758,6.6438561897747395
WAQS01000040.1_5,0.03790921703976897,7.068835002668541
WAQS01000176.1_1,0.024867534411880377,6.941440592283959
WAQS01000183.1_5,0.059513863456055666,7.848770124448092
WAQS01000183.1_7,0.039515415669570626,6.501822825622244
WAQS01000187.1_1,0.12948014629049112,5.19529593449622
WAQS01000192.1_4,0.09074984537382909,6.2531478367847
WAQS01000211.1_2,0.0626144209499374,8.187320633082354
WAQS01000218.1_5,0.07824926000756639,8.270077658466576
WAQS01000229.1_3,0.08636325238213867,7.621234730167025
WAQS01000295.1_9,0.041180664023389,6.647665575726925
WAQR01000146.1_4,0.03518526783170989,8.373971370377499
WAQR01000170.1_10,0.06647040049929433,7.625927050190108
WAQR01000177.1_5,0.047237958243423916,7.72681425897919
WAQR01000192.1_1,0.09150916784756837,6.419954990101596
WAQR01000228.1_4,0.14019722061054893,7.73135280328703
WAQR01000248.1_1,0.0552628287346045,8.257689542721254
WAMD01000032.1_5,0.07868290408258706,7.573856189774741
WAMD01000032.1_16,0.03657749259654189,7.5782367458363415
WALD01000065.1_2,0.043852937024298634,7.635779266938876
WALD01000094.1_5,0.09291492553052629,7.416925397546592
WALD01000101.1_14,0.04778731675090812,7.415312714662083
JACRAC010000043.1_5,0.06704332414601767,7.697150934779869
JACRAC010000060.1_7,0.05822389898436031,7.676150279570872
JAEEJP010000118.1_3,0.16763720916628888,6.806256857196521
JAEEJP010000023.1_22,0.17401577921082037,7.117119440481441
JAEEJP010000005.1_1,0.13614546468042335,7.760447857883659
JAEEJP010000033.1_1,0.2238553343456244,6.749835700923704
JAEEJP010000034.1_27,0.14162447601008443,6.647665575726925
JAEEJP010000036.1_4,0.12977888996749587,7.114997302659264
JAEEJP010000084.1_13,0.11031868369617605,7.342079790003385
JAEEJP010000095.1_6,0.22072457044922625,7.829851380705821
JAEOSL010000164.1_5,0.0670958335549495,7.065046195908602
JAEOSL010000001.1_100,0.015296630518753846,8.231121948995058
JAEOSL010000087.1_14,0.03543593904213626,7.604285871987224
JAEOSL010000013.1_31,0.0832315577649349,7.661882718714154
JAEOSL010000016.1_1,0.1315343410093768,6.977557782207134
JAEOSL010000016.1_5,0.1166457712117105,6.897950452317
JAEOSL010000108.1_12,0.1565562811818263,7.104434249598261
JAEOSL010000133.1_9,0.02608263024664251,8.22632010269466
JAEOSL010000135.1_5,0.02481926526746799,7.299648399629875
JAEOSL010000138.1_1,0.06908662146269455,8.046998626680297
JAEOSL010000036.1_5,0.057770863296620796,7.713984272149728
JAEOSL010000038.1_1,0.12433864598651927,5.55458885167764
JAEOSL010000053.1_20,0.04810151080510858,8.687584072266299
JAEOSL010000008.1_30,0.045238229268862166,7.998939573903917
JAEOSL010000150.1_1,0.0773259479014044,8.38086950055942
JAEOSL010000152.1_1,0.12435594992768197,6.849130347584811
VGJA01000006.1_16,0.10917151397628529,7.364233394193197
VGJA01000019.1_7,0.0417442994524429,8.166933009843682
VGJA01000068.1_1,0.07105513771714218,6.554588851677623
VGJA01000102.1_5,0.06234331905603099,7.198705050435544
VGJA01000133.1_1,0.059737218036450775,6.46963087410744
JAFGDH010000015.1_6,0.07224796145923769,7.1624272986060475
JAFGDH010000021.1_32,0.09487236486907734,7.671593564294914
JAFGDH010000031.1_52,0.06008569270130317,6.022367813028458
JAFUHT010000026.1_8,0.13072370321560944,7.51209550874823
JAFUHT010000026.1_9,0.10451728112108886,7.739837467126802
JAFUHT010000040.1_27,0.11961534856224515,7.051163817323452
JAFUHT010000071.1_13,0.1422910602809281,8.030560535684751
JAFZBN010000019.1_29,0.13359496506036808,6.299565571664874
JAFZBN010000021.1_14,0.06795231539549172,8.337381594713332
JAFZBN010000005.1_104,0.028872904715894657,8.95526879917823
JAFZBN010000001.1_3,0.09821414332491489,6.894817763307943
JAFZBN010000011.1_52,0.13231740007919426,7.7843141025991205
JAFZBN010000015.1_189,0.04608958399547421,7.501397362315955
JAFZBN010000016.1_90,0.08484525553682232,8.814184591642574
JAFZBN010000018.1_53,0.05841140032789516,6.933784284662096
JAFZBN010000018.1_147,0.07866427887332199,8.337381594713332
JAFCFP010000006.1_14,0.06454201214151967,6.832890014164754
JAFCFP010000007.1_24,0.055860982463474707,7.340901970292217
JAFCFP010000016.1_3,0.02517114108733277,7.616192271508961
JAFCFP010000016.1_21,0.0702523183186318,6.375039431346932
JAFCFP010000001.1_43,0.05101658019047233,6.991598582259225
JAFCFP010000002.1_56,0.0380410419335412,8.414037104335884
JAFCFP010000033.1_8,0.021064176001158796,7.353542158175667
JAFCDI010000002.1_16,0.13425385155865746,7.373623335551797
JAFCDI010000018.1_24,0.1612883644573647,8.91961311951632
JAAOXU010000033.1_14,0.06837150451378186,8.264174992284568
JAAOXU010000005.1_31,0.048858519802393884,7.469630874107438
JAAOXU010000034.1_34,0.07696121991684521,7.586373364262252
JAAOXU010000034.1_45,0.11627794154971975,6.861204317929792
JAAOXX010000031.1_9,0.04104082555356683,6.945533891753894
JAAOXX010000046.1_14,0.06745557495436924,7.581442682400501
JAAOXX010000064.1_5,0.0764199947841437,6.861204317929792
JAAOXX010000065.1_2,0.0430963322362459,8.245108918237918
JAGVWD010000020.1_6,0.03710634722097142,8.54906987148139
JAGVWD010000001.1_3,0.03766828421905018,8.518194533508519
JAGVWD010000001.1_5,0.044373278963214545,8.195923938209559
JAGVWD010000044.1_13,0.05340365111561866,5.044394119358456
JAGVWD010000053.1_6,0.07166824707202814,8.210031220291386
JAGVWA010000018.1_17,0.04961584781133652,6.9876214748198935
JAGVWA010000001.1_97,0.08719597418800339,7.559329292541485
JAGVWA010000020.1_3,0.07605563344492981,9.836548100339929
JAGVWA010000013.1_3,0.06685952102163036,8.30261967109461
JAGVWA010000005.1_60,0.06122151750058727,6.368507898969236
JAHITZ010000054.1_9,0.11926144693780573,6.953125
JAHITZ010000012.1_2,0.11127610810331774,7.4300036902343365
JAHITZ010000025.1_40,0.06624617212852507,5.614709844115208
JAHITZ010000025.1_75,0.1837075652442479,6.2828628478769595
JAHITZ010000032.1_67,0.04528776878839361,5.4594316186372955
JAHJLF010000008.1_1,0.08042017549397133,6.375039431346932
JAHJLF010000090.1_5,0.201553341074034,6.953485028449354
JAHJLF010000050.1_9,0.17507396130078678,7.276124405274258
JAHJLF010000062.1_33,0.1059081379836097,7.002888650392412
JAHJLF010000072.1_11,0.16020461185341348,8.686710671195822
JAHJSX010000021.1_2,0.09130848044260609,5.129283016944964
JAHJSX010000062.1_1,0.05717357664575428,7.879680646927521
JAHJSX010000191.1_9,0.20320948892377463,5.209453365628954
JAHJSX010000153.1_4,0.061259864737129355,8.055064719451448
JAHJSX010000172.1_3,0.10480838042888418,6.326846660262595
JAHJSX010000183.1_8,0.10970295321307859,7.510620382684002
JAFANK010000134.1_1,0.06829350230712838,9.267825255981206
JAFANK010000276.1_6,0.10005256771599981,6.533312255932943
JAFANK010000142.1_3,0.07014837915603045,7.806256857196518
JAFANK010000053.1_7,0.0667747199500542,8.131443970772418
JAFANK010000285.1_11,0.0637837348040328,8.968215016377735
JAFANK010000073.1_12,0.10727304159429289,8.190738615789778
JAFANK010000324.1_5,0.07803604098461227,9.539351615685494
JAFANK010000298.1_3,0.05162547130289064,7.244315947267795
OMZR01000038.1_34,0.17129734098247096,7.330916878114602
OMZR01000015.1_7,0.09681432973988686,8.936579928800688
OMZR01000119.1_6,0.0406738253439883,8.302812965847556
OMZR01000192.1_5,0.13648993808049537,6.539158811108037
OMZR01000106.1_17,0.06071860868650889,6.853784284662096
OMZR01000133.1_3,0.11735192747463895,8.706916787383417
ONGA01000006.1_35,0.06232939122878828,6.62385618977474
ONGA01000008.1_124,0.23292425042539464,7.736398786094599
ONGA01000001.1_98,0.04956993435651119,8.22532681600286
ONGA01000001.1_132,0.026528767394157424,8.547138682920227
ONGA01000019.1_3,0.16555382506982372,6.303780748177105
ONGA01000004.1_62,0.08835890690986979,6.972354299247374
ONGA01000002.1_99,0.21232081043419646,7.385845790516934
ONGA01000015.1_3,0.22610918091392443,8.679948079339226
ONGA01000015.1_8,0.17346170137333672,8.119730389753874
ONGA01000013.1_8,0.0423530779448771,8.264331938870516
CAADSM010000097.1_21,0.041628826204778036,8.782044137173465
CAADSM010000101.1_5,0.15229148175476492,6.308771516813209
CAADSM010000139.1_10,0.13393360550292482,8.426690751769875
CAADSM010000152.1_40,0.031114916377950844,8.738028813998694
CAIQVJ010000006.1_32,0.17572472576040912,7.156036112553442
CAIQVJ010000007.1_125,0.22459903195253647,7.694381844413219
CAIQVJ010000019.1_198,0.1877215253816925,9.100467087438691
CAIQVJ010000026.1_6,0.1136769719775683,8.375555140532498
CAIQVJ010000030.1_1,0.35181497720197413,4.9375
CAIQVJ010000042.1_9,0.15045602463048766,7.536122107980844
CAIQVJ010000048.1_3,0.23713461243746495,8.87109375
CAIQVJ010000083.1_8,0.05424108281343549,8.177025874611353
CAIQVJ010000095.1_49,0.12974618487748418,7.6037774469907955
CAIQVJ010000108.1_162,0.13496356416530805,8.28744444858932
CAIQVJ010000108.1_232,0.1617808337353966,8.229483409227516
CAIQVJ010000110.1_13,0.16341179509052792,8.87255059574795
CAIQVJ010000112.1_132,0.10613356787115286,7.872107495787516
CAIQVJ010000118.1_73,0.11332053299835308,7.018155825964931
CAIQVJ010000130.1_29,0.16361373135910834,6.7681843247769145
CAIQVJ010000130.1_30,0.20020851800512818,7.717723349888281
CAIQVJ010000130.1_33,0.23070494881647496,7.139740783869103
CAIQVJ010000137.1_25,0.15604098962047827,7.968420681176463
CAIWRR010000115.1_2,0.049873523604810406,9.046161014043019
CAIWRR010000121.1_2,0.05706738840557047,9.079552460216943
CAIWRR010000127.1_14,0.11455606257554664,8.341829123073024
CAIWRR010000175.1_2,0.05219525074470722,7.639454004081308
CAIWRR010000243.1_2,0.05422904060007531,9.120662866128498
CAIWRR010000253.1_2,0.048058188667049785,9.049900314842471
NZ_CP007062.1_285,0.11202849753574394,6.6901846055065795
NZ_CP007062.1_286,0.08548336563602515,7.540643565765468
NZ_CP007062.1_897,0.06200750984618977,7.658800060023818
NZ_CP007062.1_925,0.14658513792445696,8.063200649803749
NZ_CP007062.1_927,0.24363398342396292,6.913787860007862
NZ_CP007062.1_1006,0.07533908620843004,8.94830455225366
NZ_CP007062.1_1027,0.08956430639678119,8.187495267170734
NZ_CP007062.1_1225,0.08706787926409924,7.56149945237297
NZ_CP007062.1_1859,0.05592187590057216,6.6863077582420125
NZ_CP007062.1_2110,0.09396727091307196,6.807354922057591
NZ_CP007062.1_2113,0.08361560070790308,7.601747250928418
NZ_AGJL01000064.1_8,0.060742219404622065,5.84022392894185
NZ_AGJL01000056.1_5,0.06638463604619929,6.065240077251158
NZ_AGJL01000039.1_11,0.029303525704174063,7.5916752214566525
NZ_AGJL01000033.1_8,0.04591304003499467,6.848744744277087
NZ_AGJL01000010.1_22,0.08330896417852938,6.67644120551086
NZ_AGJL01000004.1_7,0.25364997347437734,6.341379799583463
NZ_AGJL01000001.1_38,0.055137746442094265,5.087462841250338
NC_018649.1_44,0.04478193415843298,7.145885322792383
NC_018649.1_403,0.030141194552596232,8.239888250247855
NC_018649.1_515,0.017740790446181976,6.296928094887357
NC_018649.1_1530,0.07836005362192881,8.347923025324565
NC_018649.1_1531,0.04656930340082573,8.892348772869207
NC_018649.1_1614,0.07589996450557623,6.326846660262595
NC_018649.1_1640,0.14647140060079103,7.311918338280182
NC_018649.1_1711,0.0639760385759655,6.5224625007211605
NC_018649.1_2003,0.04983084573872896,7.172461460482613
NC_018649.1_2273,0.06954575871003797,6.548802976752
NC_018649.1_2277,0.08760131704703213,8.833830957064972
NZ_KB908319.1_275,0.04229616700800526,8.988273258099229
NZ_KB908320.1_1,0.036121106567787185,7.135662612462435
NZ_KB908321.1_303,0.057332200509770614,7.093409091335674
NZ_KB908322.1_19,0.03976394713629478,8.894341461872214
NZ_KB908323.1_138,0.02764447694008298,8.619078382676053
NZ_KB908329.1_82,0.04344447548147213,7.98864558037504
NZ_KB908330.1_57,0.05982243957379205,7.905809213612705
NZ_KB908333.1_48,0.04343246300711045,8.828974903283896
NZ_KB908339.1_17,0.05503810042530899,8.95353265501702
NZ_KB908339.1_34,0.0850171273266378,7.472642592906706
NZ_KB908340.1_7,0.049169193104148405,9.956091657276236
NZ_KB908346.1_2,0.0658462180772336,6.840739615817211
NZ_KB908347.1_17,0.08521524664600395,7.472642592906706
NZ_KB908350.1_10,0.036121106567787185,7.135662612462435
NC_022792.1_757,0.028001689233745807,7.306072157617708
NC_022792.1_1189,0.04026063497864352,8.427281931313335
NC_022792.1_1402,0.03359584773859169,8.716762649449246
NC_022792.1_1629,0.0891565234215866,6.022367813028458
NC_022792.1_1786,0.09176880073106486,6.303780748177105
NC_022792.1_2021,0.09008379300181059,6.965784284662096
NZ_JPST01000003.1_28,0.04846134307605712,7.411108374941767
NZ_JPST01000003.1_129,0.10400112463475647,7.134188921403286
NZ_JPST01000003.1_167,0.04240362042183151,7.1179132948203545
NZ_JPST01000004.1_1,0.03858059717578861,7.496805629209703
NZ_JPST01000013.1_97,0.02262480752704142,8.31133901466531
NZ_JPST01000018.1_28,0.03306156428297475,8.658429371840368
NZ_JPST01000019.1_30,0.08646675634563068,6.964715627516259
NZ_JPST01000029.1_32,0.05122932920495713,7.474115633821108
NZ_JPST01000030.1_39,0.037172810362571536,8.564376159482958
NZ_JPST01000036.1_87,0.04963692933002397,7.025207247531274
NZ_JPST01000036.1_104,0.06631677634688339,7.723382952151175
NZ_JPST01000063.1_4,0.034891303448572504,7.543950553805318
NZ_JXCG01000015.1_18,0.061960870722258095,7.175877449785828
NZ_JXCG01000019.1_11,0.12299521427598188,5.546593564294941
NZ_JXCG01000006.1_38,0.11390557399305345,6.14214722366454
NZ_JXCG01000008.1_7,0.037805739953633045,6.548802976752
NZ_JXCG01000008.1_42,0.06489746614085258,7.466516595651435
NZ_LMGK01000001.1_298,0.12337888055006362,7.195295934496199
NZ_LMGK01000002.1_36,0.09066925331775479,7.729588198426644
NZ_LMGK01000002.1_160,0.06929470638830246,6.954196310386861
NZ_LMGK01000003.1_21,0.09290470242521866,6.8735572622752015
NZ_LMGK01000004.1_216,0.0758050314465409,5.823498236506881
NZ_LMGK01000005.1_137,0.15479074000330764,7.728670650299966
NZ_LMGK01000006.1_36,0.06121852213706879,6.8005998664238385
NZ_LMGK01000006.1_136,0.09751143044893495,7.5538561897747405
NZ_LMGK01000007.1_14,0.05358577363579275,7.789015477886172
NZ_LMGK01000012.1_290,0.22501803575314985,6.614712907393373
NZ_LMGK01000020.1_385,0.07404864242040575,5.954196310386873
NZ_LMGK01000023.1_235,0.09194890876369605,7.704083808831021
NZ_LMGK01000024.1_310,0.08907334462700439,8.437449332132108
NZ_LMGK01000025.1_625,0.07286012262635987,6.686500527183236
NZ_CP015520.1_666,0.12832024004692477,7.314798467491487
NZ_CP015520.1_667,0.051359268093231464,8.230926481375727
