genome_accession,protein_id,category,raw_knn_distance,evt_novelty_score,is_positive
GB_GCA_000814665.1,JWIH01000025.1_418,positive,0.016559142332575893,0.0,True
GB_GCA_001515205.2,LQMQ01000002.1_36,positive,0.03907503135995546,0.9754672848180657,True
GB_GCA_001515205.2,LQMQ01000005.1_32,positive,0.018931760543796715,0.0,True
GB_GCA_001515205.2,LQMQ01000007.1_22,positive,0.03492928391860345,0.9554863802249005,True
GB_GCA_001515205.2,LQMQ01000014.1_16,positive,0.021298911115705355,0.0,True
GB_GCA_001515205.2,LQMQ01000021.1_4,positive,0.021537476620808495,0.0,True
GB_GCA_001515205.2,LQMQ01000048.1_8,positive,0.042217281965802635,0.9840377507808717,True
GB_GCA_001515205.2,LQMQ01000059.1_1,positive,0.03664155311355072,0.9653410986681231,True
GB_GCA_001564035.1,LKMX01000003.1_3,positive,0.027030940317675122,0.0,True
GB_GCA_001567115.1,LMZT01000011.1_33,positive,0.02532454867327334,0.0,True
GB_GCA_001567115.1,LMZT01000027.1_12,positive,0.01623897720712921,0.0,True
GB_GCA_001567115.1,LMZT01000037.1_54,positive,0.02265305410692068,0.0,True
GB_GCA_001567115.1,LMZT01000130.1_45,positive,0.030372100655314805,0.9106222507515529,True
GB_GCA_001567115.1,LMZT01000130.1_46,positive,0.03181581756377851,0.9286985105372059,True
GB_GCA_001567115.1,LMZT01000142.1_33,positive,0.022636862283799332,0.0,True
GB_GCA_001567115.1,LMZT01000169.1_10,positive,0.02894408331145132,0.0,True
GB_GCA_001797335.1,MGPE01000002.1_76,positive,0.02019311103488791,0.0,True
GB_GCA_001797335.1,MGPE01000002.1_107,positive,0.023214791589443305,0.0,True
GB_GCA_001797335.1,MGPE01000003.1_14,positive,0.015190096990249324,0.0,True
GB_GCA_001797335.1,MGPE01000005.1_182,positive,0.02115216344635108,0.0,True
GB_GCA_001797335.1,MGPE01000005.1_240,positive,0.014124809069318012,0.0,True
GB_GCA_001797335.1,MGPE01000005.1_249,positive,0.015744037053341108,0.0,True
GB_GCA_001797335.1,MGPE01000005.1_281,positive,0.027429858988904498,0.0,True
GB_GCA_001797335.1,MGPE01000015.1_63,positive,0.023881771586332777,0.0,True
GB_GCA_001871015.1,MNUO01000065.1_9,positive,0.024958963585650307,0.0,True
GB_GCA_001871015.1,MNUO01000132.1_15,positive,0.013906130515939285,0.0,True
GB_GCA_001871015.1,MNUO01000016.1_5,positive,0.014746156178255731,0.0,True
GB_GCA_001871015.1,MNUO01000064.1_7,positive,0.034418848598404314,0.9519818699688676,True
GB_GCA_001871015.1,MNUO01000045.1_5,positive,0.026639283676367885,0.0,True
GB_GCA_001871015.1,MNUO01000110.1_6,positive,0.022995032786645952,0.0,True
GB_GCA_001871075.1,MNUP01000052.1_13,positive,0.019357582589258217,0.0,True
GB_GCA_001871075.1,MNUP01000041.1_10,positive,0.02622215554998898,0.0,True
GB_GCA_001871075.1,MNUP01000020.1_2,positive,0.01856456876692699,0.0,True
GB_GCA_001871075.1,MNUP01000146.1_2,positive,0.03614217429811105,0.9627402401688739,True
GB_GCA_001871075.1,MNUP01000084.1_11,positive,0.022212824292046483,0.0,True
GB_GCA_001871075.1,MNUP01000087.1_20,positive,0.02745904280327798,0.0,True
GB_GCA_001871075.1,MNUP01000059.1_1,positive,0.01406619639199046,0.0,True
GB_GCA_001871075.1,MNUP01000059.1_2,positive,0.015203080996639617,0.0,True
GB_GCA_001871075.1,MNUP01000008.1_4,positive,0.021417585363711446,0.0,True
GB_GCA_001873285.1,MNYV01000029.1_13,positive,0.01859047840014001,0.0,True
GB_GCA_001873285.1,MNYV01000061.1_1,positive,0.018386807633329984,0.0,True
GB_GCA_001873285.1,MNYV01000182.1_5,positive,0.02269651086439195,0.0,True
GB_GCA_001873285.1,MNYV01000135.1_6,positive,0.020172514773711292,0.0,True
GB_GCA_001873285.1,MNYV01000023.1_28,positive,0.022399338193455298,0.0,True
GB_GCA_001873285.1,MNYV01000183.1_1,positive,0.036794671168496385,0.966098172912253,True
GB_GCA_001873285.1,MNYV01000060.1_13,positive,0.03107209479162547,0.9199460767684065,True
GB_GCA_001873285.1,MNYV01000076.1_1,positive,0.018579723814295124,0.0,True
GB_GCA_001873295.1,MNYW01000092.1_35,positive,0.018981081781027066,0.0,True
GB_GCA_001873295.1,MNYW01000165.1_2,positive,0.02502666770709283,0.0,True
GB_GCA_001873295.1,MNYW01000058.1_17,positive,0.017499758750257353,0.0,True
GB_GCA_001873295.1,MNYW01000166.1_13,positive,0.017559391898012155,0.0,True
GB_GCA_001873295.1,MNYW01000166.1_14,positive,0.01793771084537491,0.0,True
GB_GCA_001873945.1,MNYI01000232.1_3,positive,0.027106664997734863,0.0,True
GB_GCA_001873945.1,MNYI01000130.1_1,positive,0.02543718083909109,0.0,True
GB_GCA_001873945.1,MNYI01000174.1_23,positive,0.0287490993450657,0.0,True
GB_GCA_001873945.1,MNYI01000220.1_4,positive,0.025332500439283256,0.0,True
GB_GCA_001873945.1,MNYI01000047.1_8,positive,0.026092786132464563,0.0,True
GB_GCA_002313925.1,DCAZ01000067.1_12,positive,0.03095595942592435,0.9184759606647005,True
GB_GCA_002313925.1,DCAZ01000057.1_5,positive,0.028500223793629063,0.0,True
GB_GCA_002313925.1,DCAZ01000115.1_16,positive,0.0239812797984277,0.0,True
GB_GCA_002313925.1,DCAZ01000131.1_6,positive,0.022242116286137037,0.0,True
GB_GCA_002313925.1,DCAZ01000041.1_25,positive,0.022488658071863787,0.0,True
GB_GCA_002371675.1,DFGE01000032.1_6,positive,0.028769403960443685,0.0,True
GB_GCA_002371675.1,DFGE01000015.1_28,positive,0.028937200457518287,0.0,True
GB_GCA_002371675.1,DFGE01000015.1_108,positive,0.024638524457620225,0.0,True
GB_GCA_002371675.1,DFGE01000015.1_139,positive,0.03659897653685462,0.9651273033544229,True
GB_GCA_002371675.1,DFGE01000022.1_79,positive,0.019557907675145158,0.0,True
GB_GCA_002371675.1,DFGE01000037.1_31,positive,0.0289066420050187,0.0,True
GB_GCA_002371675.1,DFGE01000019.1_16,positive,0.029913385160092176,0.903869212559892,True
GB_GCA_002371675.1,DFGE01000007.1_5,positive,0.014660534663147562,0.0,True
GB_GCA_002371675.1,DFGE01000010.1_11,positive,0.014990231791412022,0.0,True
GB_GCA_002371675.1,DFGE01000018.1_30,positive,0.025914173584196044,0.0,True
GB_GCA_002387725.1,DGKK01000031.1_38,positive,0.021127693133795266,0.0,True
GB_GCA_002387725.1,DGKK01000058.1_6,positive,0.009688449971295598,0.0,True
GB_GCA_002387725.1,DGKK01000006.1_8,positive,0.019045707107643493,0.0,True
GB_GCA_002387725.1,DGKK01000048.1_3,positive,0.016955858456826168,0.0,True
GB_GCA_002414385.1,DHZH01000001.1_228,positive,0.04611210956808024,0.9904059584559508,True
GB_GCA_002414385.1,DHZH01000003.1_130,positive,0.024980090829201294,0.0,True
GB_GCA_002414385.1,DHZH01000006.1_61,positive,0.03602245137950881,0.962085370827615,True
GB_GCA_002414385.1,DHZH01000002.1_21,positive,0.05400543916327637,0.9963293405988475,True
GB_GCA_002502135.1,DAPM01000018.1_39,positive,0.023468622661354365,0.0,True
GB_GCA_002502135.1,DAPM01000018.1_76,positive,0.020644264878612206,0.0,True
GB_GCA_002697225.1,NZUQ01000006.1_1,positive,0.036052141928258986,0.9622489431318237,True
GB_GCA_002697225.1,NZUQ01000026.1_15,positive,0.01870760531177502,0.0,True
GB_GCA_002697225.1,NZUQ01000055.1_17,positive,0.03630669132518247,0.9636199803924017,True
GB_GCA_002697225.1,NZUQ01000083.1_5,positive,0.009709988689413196,0.0,True
GB_GCA_002697225.1,NZUQ01000092.1_23,positive,0.027745301172179528,0.0,True
GB_GCA_002697225.1,NZUQ01000105.1_4,positive,0.04210635578482467,0.9837985863754116,True
GB_GCA_002697225.1,NZUQ01000108.1_2,positive,0.03963280456485809,0.9772991110186363,True
GB_GCA_002697225.1,NZUQ01000123.1_3,positive,0.02616261105934664,0.0,True
GB_GCA_002697225.1,NZUQ01000130.1_23,positive,0.021184392894489357,0.0,True
GB_GCA_002697225.1,NZUQ01000135.1_6,positive,0.024401237397511,0.0,True
GB_GCA_002714785.1,PAYP01000004.1_22,positive,0.02548429041682996,0.0,True
GB_GCA_002714785.1,PAYP01000007.1_25,positive,0.02342457505523916,0.0,True
GB_GCA_002714785.1,PAYP01000016.1_5,positive,0.027841267412647253,0.0,True
GB_GCA_002714785.1,PAYP01000020.1_5,positive,0.020177622951012532,0.0,True
GB_GCA_002714785.1,PAYP01000029.1_95,positive,0.025522830633805605,0.0,True
GB_GCA_002714785.1,PAYP01000034.1_25,positive,0.028391700003842956,0.0,True
GB_GCA_002714785.1,PAYP01000060.1_4,positive,0.02995597127428825,0.9045191304202745,True
GB_GCA_002714785.1,PAYP01000078.1_11,positive,0.02225111130207418,0.0,True
GB_GCA_002714785.1,PAYP01000094.1_15,positive,0.02283738756514527,0.0,True
GB_GCA_002714785.1,PAYP01000105.1_11,positive,0.015382712397545495,0.0,True
GB_GCA_002789275.1,PFSX01000046.1_31,positive,0.01899634127794082,0.0,True
GB_GCA_002789275.1,PFSX01000043.1_2,positive,0.014147917504190255,0.0,True
GB_GCA_003009815.1,PXPD01000007.1_5,positive,0.027907716580134558,0.0,True
GB_GCA_003009815.1,PXPD01000016.1_3,positive,0.0260973646792222,0.0,True
GB_GCA_003009815.1,PXPD01000029.1_16,positive,0.03342812983120894,0.9442837793287975,True
GB_GCA_003009815.1,PXPD01000036.1_10,positive,0.02718702292191678,0.0,True
GB_GCA_003009815.1,PXPD01000046.1_1,positive,0.027287774699771682,0.0,True
GB_GCA_003162055.1,PMNA01000009.1_27,positive,0.022122173487028184,0.0,True
GB_GCA_003162055.1,PMNA01000026.1_170,positive,0.027656555654353532,0.0,True
GB_GCA_003162055.1,PMNA01000023.1_23,positive,0.020557386803784217,0.0,True
GB_GCA_003162055.1,PMNA01000022.1_18,positive,0.021843071004951496,0.0,True
GB_GCA_003162055.1,PMNA01000030.1_32,positive,0.023374540744833007,0.0,True
GB_GCA_003162055.1,PMNA01000030.1_95,positive,0.022764352262993604,0.0,True
GB_GCA_003166335.1,PMWA01000025.1_1,positive,0.02106235327339141,0.0,True
GB_GCA_003166335.1,PMWA01000092.1_36,positive,0.0379380470946978,0.9712101833636521,True
GB_GCA_003663585.1,QMTU01000006.1_15,positive,0.03361282490955638,0.9458158300986786,True
GB_GCA_003663585.1,QMTU01000046.1_1,positive,0.017960088836731836,0.0,True
GB_GCA_004347925.1,QNVD01000010.1_19,positive,0.03322883959006727,0.9425771865223379,True
GB_GCA_004347925.1,QNVD01000112.1_4,positive,0.03100118040143616,0.919051887179872,True
GB_GCA_004347925.1,QNVD01000273.1_3,positive,0.019241094927856372,0.0,True
GB_GCA_004347925.1,QNVD01000274.1_9,positive,0.03581851899840475,0.9609406333631505,True
GB_GCA_004347925.1,QNVD01000301.1_6,positive,0.025684447993682823,0.0,True
GB_GCA_004347925.1,QNVD01000037.1_6,positive,0.02852906703387611,0.0,True
GB_GCA_004347925.1,QNVD01000064.1_1,positive,0.020818727822133433,0.0,True
GB_GCA_008080745.1,SHMX01000001.1_4,positive,0.013732315581521026,0.0,True
GB_GCA_008080745.1,SHMX01000001.1_309,positive,0.02474506014632666,0.0,True
GB_GCA_008080745.1,SHMX01000002.1_158,positive,0.01907817534018762,0.0,True
GB_GCA_008080745.1,SHMX01000002.1_467,positive,0.021939542419954862,0.0,True
GB_GCA_008080745.1,SHMX01000003.1_6,positive,0.03217532586632109,0.9325484465529056,True
GB_GCA_008080745.1,SHMX01000003.1_38,positive,0.05299673926476833,0.9958699323161485,True
GB_GCA_008080745.1,SHMX01000003.1_352,positive,0.02753607577589843,0.0,True
GB_GCA_008080745.1,SHMX01000003.1_472,positive,0.02070306350381612,0.0,True
GB_GCA_008080745.1,SHMX01000004.1_47,positive,0.018504560781079916,0.0,True
GB_GCA_008080745.1,SHMX01000004.1_327,positive,0.03529348598106522,0.957815203696727,True
GB_GCA_008080745.1,SHMX01000009.1_34,positive,0.02049732840474312,0.0,True
GB_GCA_009699205.1,WLOP01000001.1_151,positive,0.03659203712157623,0.9650923206992716,True
GB_GCA_009699205.1,WLOP01000005.1_127,positive,0.022229429872825925,0.0,True
GB_GCA_009699205.1,WLOP01000005.1_146,positive,0.026858069393606764,0.0,True
GB_GCA_009699205.1,WLOP01000008.1_40,positive,0.030147412836734645,0.907381848019904,True
GB_GCA_011373345.1,DRXH01000053.1_5,positive,0.030002061951460303,0.9052171076232032,True
GB_GCA_011373345.1,DRXH01000186.1_2,positive,0.027715918583143085,0.0,True
GB_GCA_011373345.1,DRXH01000146.1_4,positive,0.021473471858914926,0.0,True
GB_GCA_011373345.1,DRXH01000073.1_2,positive,0.02738822367776359,0.0,True
GB_GCA_011380495.1,DRXT01000026.1_16,positive,0.02846297911993769,0.0,True
GB_GCA_011380495.1,DRXT01000027.1_4,positive,0.0206528694165549,0.0,True
GB_GCA_013138765.1,WTCB01000078.1_8,positive,0.017890048921351008,0.0,True
GB_GCA_013138765.1,WTCB01000078.1_11,positive,0.03078752535818139,0.9162909424990039,True
GB_GCA_013138765.1,WTCB01000078.1_21,positive,0.024448017121062447,0.0,True
GB_GCA_013138765.1,WTCB01000105.1_7,positive,0.01916358881432271,0.0,True
GB_GCA_013138765.1,WTCB01000083.1_7,positive,0.020395515319106206,0.0,True
GB_GCA_013138765.1,WTCB01000008.1_5,positive,0.020190659718816183,0.0,True
GB_GCA_013138765.1,WTCB01000080.1_4,positive,0.020044902760033158,0.0,True
GB_GCA_013138765.1,WTCB01000125.1_11,positive,0.020487515487966023,0.0,True
GB_GCA_013138765.1,WTCB01000052.1_2,positive,0.027170317857344816,0.0,True
GB_GCA_013139905.1,WSZW01000108.1_1,positive,0.019421255950579863,0.0,True
GB_GCA_013139905.1,WSZW01000155.1_5,positive,0.032114147105608795,0.9319097150636014,True
GB_GCA_013139905.1,WSZW01000013.1_5,positive,0.02296685961542987,0.0,True
GB_GCA_013139905.1,WSZW01000093.1_4,positive,0.03763795003350869,0.9699557320342562,True
GB_GCA_013425335.1,JACCLG010000012.1_50,positive,0.022670272201317655,0.0,True
GB_GCA_013425335.1,JACCLG010000050.1_63,positive,0.015174665648677133,0.0,True
GB_GCA_014189675.1,DVAE01000026.1_29,positive,0.023531728155445776,0.0,True
GB_GCA_014189675.1,DVAE01000003.1_2,positive,0.016736115076816327,0.0,True
GB_GCA_014189675.1,DVAE01000035.1_9,positive,0.031895019343232564,0.9295669240275747,True
GB_GCA_014189675.1,DVAE01000001.1_39,positive,0.02121625332479502,0.0,True
GB_GCA_014523495.1,JAATVM010000059.1_11,positive,0.022004028878900538,0.0,True
GB_GCA_014523495.1,JAATVM010000099.1_1,positive,0.021675573155628947,0.0,True
GB_GCA_014523495.1,JAATVM010000010.1_6,positive,0.02808661281048689,0.0,True
GB_GCA_014523495.1,JAATVM010000107.1_10,positive,0.021645834689086253,0.0,True
GB_GCA_014523495.1,JAATVM010000116.1_1,positive,0.015449652450883821,0.0,True
GB_GCA_014523495.1,JAATVM010000153.1_4,positive,0.03042850793415177,0.9114160827160586,True
GB_GCA_014523495.1,JAATVM010000153.1_11,positive,0.03509597984469167,0.9565693317896503,True
GB_GCA_014523495.1,JAATVM010000161.1_4,positive,0.011838220450628656,0.0,True
GB_GCA_014523495.1,JAATVM010000174.1_5,positive,0.030025408516484896,0.9055685214417445,True
GB_GCA_014523495.1,JAATVM010000020.1_1,positive,0.020178246013497193,0.0,True
GB_GCA_014523495.1,JAATVM010000213.1_11,positive,0.01797413796676157,0.0,True
GB_GCA_014523495.1,JAATVM010000031.1_2,positive,0.019547051475659973,0.0,True
GB_GCA_015485525.1,WFTM01000033.1_6,positive,0.03062980277319678,0.9141865444064889,True
GB_GCA_015485525.1,WFTM01000045.1_8,positive,0.03471236434324432,0.9540325691604135,True
GB_GCA_015485525.1,WFTM01000124.1_3,positive,0.02210128201042404,0.0,True
GB_GCA_015485525.1,WFTM01000193.1_5,positive,0.01775850404108954,0.0,True
GB_GCA_015485525.1,WFTM01000226.1_7,positive,0.016572999345986883,0.0,True
GB_GCA_015485525.1,WFTM01000226.1_17,positive,0.01813502191765177,0.0,True
GB_GCA_015485525.1,WFTM01000281.1_7,positive,0.029424679895601092,0.0,True
GB_GCA_015485525.1,WFTM01000303.1_2,positive,0.02852643187900509,0.0,True
GB_GCA_015485525.1,WFTM01000370.1_3,positive,0.019739637989730763,0.0,True
GB_GCA_015485525.1,WFTM01000393.1_2,positive,0.02230516280357405,0.0,True
GB_GCA_015485525.1,WFTM01000479.1_12,positive,0.015684206541255862,0.0,True
GB_GCA_015520115.1,WAQS01000026.1_8,positive,0.01741545306090355,0.0,True
GB_GCA_015520115.1,WAQS01000040.1_5,positive,0.03950287186735045,0.97688620027342,True
GB_GCA_015520115.1,WAQS01000176.1_1,positive,0.01725032063869718,0.0,True
GB_GCA_015520115.1,WAQS01000183.1_5,positive,0.0180160504454403,0.0,True
GB_GCA_015520115.1,WAQS01000183.1_7,positive,0.019080860177265336,0.0,True
GB_GCA_015520115.1,WAQS01000187.1_1,positive,0.013830763659627331,0.0,True
GB_GCA_015520115.1,WAQS01000192.1_4,positive,0.03169774632071667,0.9273820327175722,True
GB_GCA_015520115.1,WAQS01000211.1_2,positive,0.01807036290709645,0.0,True
GB_GCA_015520115.1,WAQS01000218.1_5,positive,0.029534232407142192,0.0,True
GB_GCA_015520115.1,WAQS01000229.1_3,positive,0.022444047028573434,0.0,True
GB_GCA_015520115.1,WAQS01000295.1_9,positive,0.011946023908083813,0.0,True
GB_GCA_015520145.1,WAQR01000146.1_4,positive,0.016865542062175685,0.0,True
GB_GCA_015520145.1,WAQR01000170.1_10,positive,0.01739489020431475,0.0,True
GB_GCA_015520145.1,WAQR01000177.1_5,positive,0.026432300586981983,0.0,True
GB_GCA_015520145.1,WAQR01000192.1_1,positive,0.01109070059087166,0.0,True
GB_GCA_015520145.1,WAQR01000228.1_4,positive,0.022106390567617783,0.0,True
GB_GCA_015520145.1,WAQR01000248.1_1,positive,0.015434268867092815,0.0,True
GB_GCA_015522495.1,WAMD01000032.1_5,positive,0.020829767389437603,0.0,True
GB_GCA_015522495.1,WAMD01000032.1_16,positive,0.030299709405730613,0.9095920214849559,True
GB_GCA_015523055.1,WALD01000065.1_2,positive,0.027317307347262086,0.0,True
GB_GCA_015523055.1,WALD01000094.1_5,positive,0.019868839980301523,0.0,True
GB_GCA_015523055.1,WALD01000101.1_14,positive,0.019643564549988547,0.0,True
GB_GCA_016213555.1,JACRAC010000043.1_5,positive,0.021815296950031114,0.0,True
GB_GCA_016213555.1,JACRAC010000060.1_7,positive,0.02158262430567427,0.0,True
GB_GCA_016281925.1,JAEEJP010000118.1_3,positive,0.016448052628732356,0.0,True
GB_GCA_016281925.1,JAEEJP010000023.1_22,positive,0.02474814970623256,0.0,True
GB_GCA_016281925.1,JAEEJP010000005.1_1,positive,0.0334479368612521,0.94445033137658,True
GB_GCA_016281925.1,JAEEJP010000033.1_1,positive,0.025644807271645163,0.0,True
GB_GCA_016281925.1,JAEEJP010000034.1_27,positive,0.01781948494972905,0.0,True
GB_GCA_016281925.1,JAEEJP010000036.1_4,positive,0.01576717983286614,0.0,True
GB_GCA_016281925.1,JAEEJP010000084.1_13,positive,0.01647839271250847,0.0,True
GB_GCA_016281925.1,JAEEJP010000095.1_6,positive,0.02008420129197681,0.0,True
GB_GCA_016840385.1,JAEOSL010000164.1_5,positive,0.0157276605837944,0.0,True
GB_GCA_016840385.1,JAEOSL010000001.1_100,positive,0.013299244385472964,0.0,True
GB_GCA_016840385.1,JAEOSL010000087.1_14,positive,0.017824165254226643,0.0,True
GB_GCA_016840385.1,JAEOSL010000013.1_31,positive,0.019150610298032045,0.0,True
GB_GCA_016840385.1,JAEOSL010000016.1_1,positive,0.038989227235971646,0.9751713721752738,True
GB_GCA_016840385.1,JAEOSL010000016.1_5,positive,0.01860415345014016,0.0,True
GB_GCA_016840385.1,JAEOSL010000108.1_12,positive,0.019726425775935773,0.0,True
GB_GCA_016840385.1,JAEOSL010000133.1_9,positive,0.01579461011468648,0.0,True
GB_GCA_016840385.1,JAEOSL010000135.1_5,positive,0.03205408686351683,0.9312762040079071,True
GB_GCA_016840385.1,JAEOSL010000138.1_1,positive,0.026791752700178105,0.0,True
GB_GCA_016840385.1,JAEOSL010000036.1_5,positive,0.024945967046090655,0.0,True
GB_GCA_016840385.1,JAEOSL010000038.1_1,positive,0.019497150408955277,0.0,True
GB_GCA_016840385.1,JAEOSL010000053.1_20,positive,0.0193763809520065,0.0,True
GB_GCA_016840385.1,JAEOSL010000008.1_30,positive,0.020968452151047624,0.0,True
GB_GCA_016840385.1,JAEOSL010000150.1_1,positive,0.019013911504244762,0.0,True
GB_GCA_016840385.1,JAEOSL010000152.1_1,positive,0.04054949000394168,0.9799923420479184,True
GB_GCA_016867655.1,VGJA01000006.1_16,positive,0.019159962153939614,0.0,True
GB_GCA_016867655.1,VGJA01000019.1_7,positive,0.018297020616317237,0.0,True
GB_GCA_016867655.1,VGJA01000068.1_1,positive,0.03744139896368165,0.9691016897721033,True
GB_GCA_016867655.1,VGJA01000102.1_5,positive,0.025242707929303755,0.0,True
GB_GCA_016867655.1,VGJA01000133.1_1,positive,0.024127937650790632,0.0,True
GB_GCA_016932215.1,JAFGDH010000015.1_6,positive,0.01654363616381179,0.0,True
GB_GCA_016932215.1,JAFGDH010000021.1_32,positive,0.026776525681086672,0.0,True
GB_GCA_016932215.1,JAFGDH010000031.1_52,positive,0.016307048733068465,0.0,True
GB_GCA_017468685.1,JAFUHT010000026.1_8,positive,0.019016174327016723,0.0,True
GB_GCA_017468685.1,JAFUHT010000026.1_9,positive,0.011296410677066337,0.0,True
GB_GCA_017468685.1,JAFUHT010000040.1_27,positive,0.020590281505368225,0.0,True
GB_GCA_017468685.1,JAFUHT010000071.1_13,positive,0.01841930502534046,0.0,True
GB_GCA_017561715.1,JAFZBN010000019.1_29,positive,0.027023289904803415,0.0,True
GB_GCA_017561715.1,JAFZBN010000021.1_14,positive,0.021396201541001948,0.0,True
GB_GCA_017561715.1,JAFZBN010000005.1_104,positive,0.028372821293578064,0.0,True
GB_GCA_017561715.1,JAFZBN010000001.1_3,positive,0.02255449210535415,0.0,True
GB_GCA_017561715.1,JAFZBN010000011.1_52,positive,0.03608497152148978,0.9624289088180102,True
GB_GCA_017561715.1,JAFZBN010000015.1_189,positive,0.016800701331258116,0.0,True
GB_GCA_017561715.1,JAFZBN010000016.1_90,positive,0.021867793270427836,0.0,True
GB_GCA_017561715.1,JAFZBN010000018.1_53,positive,0.021451860564942516,0.0,True
GB_GCA_017561715.1,JAFZBN010000018.1_147,positive,0.018881624465308756,0.0,True
GB_GCA_017608575.1,JAFCFP010000006.1_14,positive,0.037478652219698635,0.9692655836163908,True
GB_GCA_017608575.1,JAFCFP010000007.1_24,positive,0.02133008973323285,0.0,True
GB_GCA_017608575.1,JAFCFP010000016.1_3,positive,0.024650277908689823,0.0,True
GB_GCA_017608575.1,JAFCFP010000016.1_21,positive,0.04493157287991367,0.9888345873904499,True
GB_GCA_017608575.1,JAFCFP010000001.1_43,positive,0.02632301737462529,0.0,True
GB_GCA_017608575.1,JAFCFP010000002.1_56,positive,0.014615546609607576,0.0,True
GB_GCA_017608575.1,JAFCFP010000033.1_8,positive,0.01837963657476338,0.0,True
GB_GCA_017609755.1,JAFCDI010000002.1_16,positive,0.020479308043534095,0.0,True
GB_GCA_017609755.1,JAFCDI010000018.1_24,positive,0.017305936231461337,0.0,True
GB_GCA_018220935.1,JAAOXU010000033.1_14,positive,0.016801484693575498,0.0,True
GB_GCA_018220935.1,JAAOXU010000005.1_31,positive,0.02792284165821145,0.0,True
GB_GCA_018220935.1,JAAOXU010000034.1_34,positive,0.017380478470761473,0.0,True
GB_GCA_018220935.1,JAAOXU010000034.1_45,positive,0.02860942200620429,0.0,True
GB_GCA_018221025.1,JAAOXX010000031.1_9,positive,0.025917511287510964,0.0,True
GB_GCA_018221025.1,JAAOXX010000046.1_14,positive,0.016739377404214238,0.0,True
GB_GCA_018221025.1,JAAOXX010000064.1_5,positive,0.03049339390685336,0.9123196882234312,True
GB_GCA_018221025.1,JAAOXX010000065.1_2,positive,0.019753027216552477,0.0,True
GB_GCA_018304445.1,JAGVWD010000020.1_6,positive,0.0166985337002185,0.0,True
GB_GCA_018304445.1,JAGVWD010000001.1_3,positive,0.019323004088821448,0.0,True
GB_GCA_018304445.1,JAGVWD010000001.1_5,positive,0.01749038930862993,0.0,True
GB_GCA_018304445.1,JAGVWD010000044.1_13,positive,0.02738208726317497,0.0,True
GB_GCA_018304445.1,JAGVWD010000053.1_6,positive,0.017424513104970972,0.0,True
