protein_id,genos_m_novelty
MNUO01000064.1_7,0.004547634459291827
MNUO01000045.1_5,0.004243227790307081
MNUO01000110.1_6,0.016022086021551928
MNUP01000052.1_13,0.0044438390248692
MNUP01000041.1_10,0.0053141254169376765
MNUP01000020.1_2,0.005177858404317726
MNUP01000146.1_2,0.0030447083658687426
MNUP01000084.1_11,0.01634033261374268
MNUP01000087.1_20,0.005271081363123908
MNUP01000059.1_1,0.008691073254762172
MNUP01000059.1_2,0.012209509161698339
MNUP01000008.1_4,0.007229566193905268
MNYV01000029.1_13,0.004608222050616795
MNYV01000061.1_1,0.0055019653491700906
MNYV01000182.1_5,0.004651866034585517
MNYV01000135.1_6,0.017994237217512345
MNYV01000023.1_28,0.0054482954959231165
MNYV01000183.1_1,0.003022147124373009
MNYV01000060.1_13,0.013592370043088864
MNYV01000076.1_1,0.006885509187308747
MNYW01000092.1_35,0.006443089423760951
MNYW01000165.1_2,0.007369534619843932
MNYW01000058.1_17,0.010418918050306213
MNYW01000166.1_13,0.004904394894378883
MNYW01000166.1_14,0.0040751690564179155
MNYI01000232.1_3,0.0037173343005422856
MNYI01000130.1_1,0.004660154870174104
MNYI01000174.1_23,0.0035161768439393227
MNYI01000220.1_4,0.003964212037820425
MNYI01000047.1_8,0.004758059198963838
DCAZ01000067.1_12,0.005946558944603719
DCAZ01000057.1_5,0.01695211992788992
DCAZ01000115.1_16,0.005375001259881463
DCAZ01000131.1_6,0.02185430353300275
DCAZ01000041.1_25,0.009010341870445738
DFGE01000032.1_6,0.004863657119537912
DFGE01000015.1_28,0.004434944983948985
DFGE01000015.1_108,0.05108987651798891
DFGE01000015.1_139,0.004452558884483681
DFGE01000022.1_79,0.0028841508358379286
DFGE01000037.1_31,0.004969467129179184
DFGE01000019.1_16,0.004428069329355089
DFGE01000007.1_5,0.027507177718401388
DFGE01000010.1_11,0.012026410214542382
DFGE01000018.1_30,0.012323216024275352
DGKK01000031.1_38,0.007020546909343284
DGKK01000058.1_6,0.003814837342106925
DGKK01000006.1_8,0.007702739539100056
DGKK01000048.1_3,0.006539156479989106
DHZH01000001.1_228,0.015098750874606614
DHZH01000003.1_130,0.005777225391664209
DHZH01000006.1_61,0.006827125666121004
DHZH01000002.1_21,0.005010846792543022
DAPM01000018.1_39,0.006217717929634792
DAPM01000018.1_76,0.01161525747168617
NZUQ01000006.1_1,0.015503321799126701
NZUQ01000026.1_15,0.01319669648321713
NZUQ01000055.1_17,0.013231264102168194
NZUQ01000083.1_5,0.005344152369904797
NZUQ01000092.1_23,0.005716271988196797
NZUQ01000105.1_4,0.01023879289037588
NZUQ01000108.1_2,0.004681338073944974
NZUQ01000123.1_3,0.017363379527339795
NZUQ01000130.1_23,0.006578378172924082
NZUQ01000135.1_6,0.004037735208458848
PAYP01000004.1_22,0.005667551263762327
PAYP01000007.1_25,0.0038946073268784744
PAYP01000016.1_5,0.00630892681392683
PAYP01000020.1_5,0.01341719594421369
PAYP01000029.1_95,0.01490797018438259
PAYP01000034.1_25,0.012658258976094827
PAYP01000060.1_4,0.011406534062012419
PAYP01000078.1_11,0.014051939348761523
PAYP01000094.1_15,0.006801853557749515
PAYP01000105.1_11,0.006072986083886045
PFSX01000046.1_31,0.0068662334544350445
PFSX01000043.1_2,0.016203781390823502
PXPD01000007.1_5,0.012753873337554955
PXPD01000016.1_3,0.00780979612321604
PXPD01000029.1_16,0.00927615616889943
PXPD01000036.1_10,0.006146607746378363
PXPD01000046.1_1,0.0231996524452599
PMNA01000009.1_27,0.01067218821764968
PMNA01000026.1_170,0.017817452687234624
PMNA01000023.1_23,0.012657235155357771
PMNA01000022.1_18,0.008944226324730775
PMNA01000030.1_32,0.00697312281220408
PMNA01000030.1_95,0.006402081254435687
PMWA01000025.1_1,0.0057121164556584334
PMWA01000092.1_36,0.010079194635233147
QMTU01000006.1_15,0.006396512035037239
QMTU01000046.1_1,0.005319552644775882
QNVD01000010.1_19,0.010413804557823614
QNVD01000112.1_4,0.01197486174446114
QNVD01000273.1_3,0.007276352776479822
QNVD01000274.1_9,0.011155790708753277
QNVD01000301.1_6,0.023604305056507614
QNVD01000037.1_6,0.00890983398877443
QNVD01000064.1_1,0.04130106941663991
SHMX01000001.1_4,0.006483021575086556
SHMX01000001.1_309,0.006899867543335492
SHMX01000002.1_158,0.0039968091803511685
SHMX01000002.1_467,0.007049718301886299
SHMX01000003.1_6,0.006989035779009889
SHMX01000003.1_38,0.011042716821727394
SHMX01000003.1_352,0.006781996944513447
SHMX01000003.1_472,0.011068790640546555
SHMX01000004.1_47,0.008050839731770032
SHMX01000004.1_327,0.013242144143383826
SHMX01000009.1_34,0.010185055598589354
WLOP01000001.1_151,0.01858597508330393
WLOP01000005.1_127,0.00527587774438214
WLOP01000005.1_146,0.016513864412340686
WLOP01000008.1_40,0.006366114269808665
DRXH01000053.1_5,0.006443577464833083
DRXH01000186.1_2,0.006868192998293709
DRXH01000146.1_4,0.009593076152075008
DRXH01000073.1_2,0.006765797327099388
DRXT01000026.1_16,0.009783419446250118
DRXT01000027.1_4,0.00744803589858869
WTCB01000078.1_8,0.008582605511327302
WTCB01000078.1_11,0.0071022759005412
WTCB01000078.1_21,0.007337047078742098
WTCB01000105.1_7,0.02504272478067384
WTCB01000083.1_7,0.006952594385416444
WTCB01000008.1_5,0.01458870861069519
WTCB01000080.1_4,0.004218643129207766
WTCB01000125.1_11,0.008815340442866826
WTCB01000052.1_2,0.006998323909098691
WSZW01000108.1_1,0.01350082952986822
WSZW01000155.1_5,0.008159938083618234
WSZW01000013.1_5,0.005585028259064928
WSZW01000093.1_4,0.006036036988866034
JACCLG010000012.1_50,0.007253500128013846
JACCLG010000050.1_63,0.005703125498367068
DVAE01000026.1_29,0.007867403026568609
DVAE01000003.1_2,0.015104899389639525
DVAE01000035.1_9,0.005514854456718421
DVAE01000001.1_39,0.005405652769118618
JAATVM010000059.1_11,0.00564998478610419
JAATVM010000099.1_1,0.008710397965215555
JAATVM010000010.1_6,0.0058530174432320555
JAATVM010000107.1_10,0.008692566575504369
JAATVM010000116.1_1,0.004895891989905188
JAATVM010000153.1_4,0.005433962305090123
JAATVM010000153.1_11,0.005082222847013496
JAATVM010000161.1_4,0.002309103789988232
JAATVM010000174.1_5,0.006474835977193316
JAATVM010000020.1_1,0.026696488540518537
JAATVM010000213.1_11,0.02282919121214668
JAATVM010000031.1_2,0.007523982933008178
WFTM01000033.1_6,0.006234805219370809
WFTM01000045.1_8,0.006969226258736527
WFTM01000124.1_3,0.009308072101213738
WFTM01000193.1_5,0.008371927877725161
WFTM01000226.1_7,0.008243022238745045
WFTM01000226.1_17,0.00946554981578569
WFTM01000281.1_7,0.016989250030774117
WFTM01000303.1_2,0.014799004411374782
WFTM01000370.1_3,0.007427126451195143
WFTM01000393.1_2,0.010888048842730046
WFTM01000479.1_12,0.0065332103686093655
WAQS01000026.1_8,0.004805112185689753
WAQS01000040.1_5,0.008070687531748843
WAQS01000176.1_1,0.005597583025855423
WAQS01000183.1_5,0.007360051187789351
WAQS01000183.1_7,0.007684979010961546
WAQS01000187.1_1,0.0017541938220626773
WAQS01000192.1_4,0.004278145084886731
WAQS01000211.1_2,0.008891561464202734
WAQS01000218.1_5,0.01061518618550097
WAQS01000229.1_3,0.008300784445415977
WAQS01000295.1_9,0.004375237799945242
WAQR01000146.1_4,0.0053342564351172685
WAQR01000170.1_10,0.007847463288317891
WAQR01000177.1_5,0.005893674511370439
WAQR01000192.1_1,0.0040212527289788195
WAQR01000228.1_4,0.00843300032048766
WAQR01000248.1_1,0.00825182751054443
WAMD01000032.1_5,0.00689823697245866
WAMD01000032.1_16,0.009614450856439217
WALD01000065.1_2,0.006111199515835675
WALD01000094.1_5,0.005276850937114696
WALD01000101.1_14,0.007046873500691575
JACRAC010000043.1_5,0.003961873688160278
JACRAC010000060.1_7,0.004926270518584341
JAEEJP010000118.1_3,0.005168169222165031
JAEEJP010000023.1_22,0.00919570341367688
JAEEJP010000005.1_1,0.007230956957304957
JAEEJP010000033.1_1,0.006941825529773049
JAEEJP010000034.1_27,0.005218413129298249
JAEEJP010000036.1_4,0.006407335731070796
JAEEJP010000084.1_13,0.0065728797496118485
JAEEJP010000095.1_6,0.008141420844205128
JAEOSL010000164.1_5,0.0057165858489608866
JAEOSL010000001.1_100,0.00593055015933448
JAEOSL010000087.1_14,0.006249578481526496
JAEOSL010000013.1_31,0.006747735089983942
JAEOSL010000016.1_1,0.008916384065079575
JAEOSL010000016.1_5,0.004436754893735939
JAEOSL010000108.1_12,0.009529360798264363
JAEOSL010000133.1_9,0.005468688207234185
JAEOSL010000135.1_5,0.006944780102251103
JAEOSL010000138.1_1,0.025024274665230606
JAEOSL010000036.1_5,0.007685274165674461
JAEOSL010000038.1_1,0.0026567742585422716
JAEOSL010000053.1_20,0.007929838392427247
JAEOSL010000008.1_30,0.009326754851972674
JAEOSL010000150.1_1,0.011853296642445476
JAEOSL010000152.1_1,0.012782587995730265
VGJA01000006.1_16,0.00568296763537437
VGJA01000019.1_7,0.007149638014276394
VGJA01000068.1_1,0.00463536734750658
VGJA01000102.1_5,0.007902847464388917
VGJA01000133.1_1,0.0046329899388861005
JAFGDH010000015.1_6,0.011282165969818948
JAFGDH010000021.1_32,0.00700074069126706
JAFGDH010000031.1_52,0.004864539418310087
JAFUHT010000026.1_8,0.007851619970422542
JAFUHT010000026.1_9,0.007174315501758577
JAFUHT010000040.1_27,0.00539376960659479
JAFUHT010000071.1_13,0.010354211162227678
JAFZBN010000019.1_29,0.004668662184741823
JAFZBN010000021.1_14,0.022810626134565283
JAFZBN010000005.1_104,0.007819549855409225
JAFZBN010000001.1_3,0.005730471253866965
JAFZBN010000011.1_52,0.03412044173744446
JAFZBN010000015.1_189,0.008716695723996203
JAFZBN010000016.1_90,0.022063127102241054
JAFZBN010000018.1_53,0.0037216485675412025
JAFZBN010000018.1_147,0.018633845714470375
JAFCFP010000006.1_14,0.005545252430075665
JAFCFP010000007.1_24,0.006216937945464384
JAFCFP010000016.1_3,0.005494236149801601
JAFCFP010000016.1_21,0.004224469217793292
JAFCFP010000001.1_43,0.005549999795446836
JAFCFP010000002.1_56,0.008597143422364862
JAFCFP010000033.1_8,0.006651428617829169
JAFCDI010000002.1_16,0.00848439262892602
JAFCDI010000018.1_24,0.010872102487646718
JAAOXU010000033.1_14,0.005148963864835321
JAAOXU010000005.1_31,0.004680523649213941
JAAOXU010000034.1_34,0.0053020986321739684
JAAOXU010000034.1_45,0.005965524154735613
JAAOXX010000031.1_9,0.005446349604607992
JAAOXX010000046.1_14,0.006001936348600823
JAAOXX010000064.1_5,0.006128747869866879
JAAOXX010000065.1_2,0.007144720912873548
JAGVWD010000020.1_6,0.010604892057616033
JAGVWD010000001.1_3,0.006562642063335722
JAGVWD010000001.1_5,0.013269971456492002
JAGVWD010000044.1_13,0.002244957422790117
JAGVWD010000053.1_6,0.006200756624596871
JAGVWA010000018.1_17,0.007434222165621329
JAGVWA010000001.1_97,0.005543168561796397
JAGVWA010000020.1_3,0.0093881097099896
JAGVWA010000013.1_3,0.015771783076174682
JAGVWA010000005.1_60,0.005252043363915493
JAHITZ010000054.1_9,0.005376741858361944
JAHITZ010000012.1_2,0.0075906415171220765
JAHITZ010000025.1_40,0.0042945185257488696
JAHITZ010000025.1_75,0.005295986870515179
JAHITZ010000032.1_67,0.0036303687505280014
JAHJLF010000008.1_1,0.004716425446629114
JAHJLF010000090.1_5,0.007280559369822148
JAHJLF010000050.1_9,0.005927075387713176
JAHJLF010000062.1_33,0.004868594290544026
JAHJLF010000072.1_11,0.011886612798834984
JAHJSX010000021.1_2,0.006426225011067044
JAHJSX010000062.1_1,0.007404643748331141
JAHJSX010000191.1_9,0.004683730484215576
JAHJSX010000153.1_4,0.028782382989208367
JAHJSX010000172.1_3,0.003725772191967214
JAHJSX010000183.1_8,0.007170023021365291
JAFANK010000134.1_1,0.006813314619714905
JAFANK010000276.1_6,0.013667614373460358
JAFANK010000142.1_3,0.014720604558101046
JAFANK010000053.1_7,0.008928217655915028
JAFANK010000285.1_11,0.005924704290796256
JAFANK010000073.1_12,0.008854431087959557
JAFANK010000324.1_5,0.0070069154752889105
JAFANK010000298.1_3,0.01334705151322626
OMZR01000038.1_34,0.006113641582522167
OMZR01000015.1_7,0.011653359822325094
OMZR01000119.1_6,0.006456883967848071
OMZR01000192.1_5,0.0045608833723091765
OMZR01000106.1_17,0.004290645161953122
OMZR01000133.1_3,0.008158025147098536
ONGA01000006.1_35,0.0070069867730362615
ONGA01000008.1_124,0.018000088416710767
ONGA01000001.1_98,0.013365226674657338
ONGA01000001.1_132,0.010837166168357237
ONGA01000019.1_3,0.004877940898974887
ONGA01000004.1_62,0.011858816263328608
ONGA01000002.1_99,0.007772150024317748
ONGA01000015.1_3,0.025372804864276066
ONGA01000015.1_8,0.04901185526647498
ONGA01000013.1_8,0.003946865331569382
CAADSM010000097.1_21,0.007702557450277992
CAADSM010000101.1_5,0.00551692006975626
CAADSM010000139.1_10,0.008028408422115652
CAADSM010000152.1_40,0.0058401774364509555
CAIQVJ010000006.1_32,0.005923995326001808
CAIQVJ010000007.1_125,0.012258905428855238
CAIQVJ010000019.1_198,0.015572669291390829
CAIQVJ010000026.1_6,0.010650338302123741
CAIQVJ010000030.1_1,0.0027303313085871085
CAIQVJ010000042.1_9,0.016026416006620005
CAIQVJ010000048.1_3,0.01575321838098518
CAIQVJ010000083.1_8,0.005258745246983864
CAIQVJ010000095.1_49,0.012665900279782472
CAIQVJ010000108.1_162,0.01888358960681129
CAIQVJ010000108.1_232,0.009991128344799117
CAIQVJ010000110.1_13,0.01085208604018013
CAIQVJ010000112.1_132,0.011160903520930864
CAIQVJ010000118.1_73,0.0044624684576453745
CAIQVJ010000130.1_29,0.006099455915476426
CAIQVJ010000130.1_30,0.008595480667598032
CAIQVJ010000130.1_33,0.0059558111167955065
CAIQVJ010000137.1_25,0.011725897173905042
CAIWRR010000115.1_2,0.006887617853563443
CAIWRR010000121.1_2,0.006595441676927894
CAIWRR010000127.1_14,0.006391607535804167
CAIWRR010000175.1_2,0.005327730625853145
CAIWRR010000243.1_2,0.00604347866559074
CAIWRR010000253.1_2,0.006930690233422054
NZ_CP007062.1_285,0.006979812960991194
NZ_CP007062.1_286,0.010261127530937419
NZ_CP007062.1_897,0.006698824823051864
NZ_CP007062.1_925,0.015291306036081554
NZ_CP007062.1_927,0.00926224561048985
NZ_CP007062.1_1006,0.01951306447119907
NZ_CP007062.1_1027,0.006359212105073087
NZ_CP007062.1_1225,0.008601734302484565
NZ_CP007062.1_1859,0.00440107282375164
NZ_CP007062.1_2110,0.004921925170176511
NZ_CP007062.1_2113,0.008736714061294148
NZ_AGJL01000064.1_8,0.004661577949121298
NZ_AGJL01000056.1_5,0.003331072915170985
NZ_AGJL01000039.1_11,0.006535666023359932
NZ_AGJL01000033.1_8,0.005545481306468969
NZ_AGJL01000010.1_22,0.0052877030931477
NZ_AGJL01000004.1_7,0.014693943192325887
NZ_AGJL01000001.1_38,0.0027098602131773175
NC_018649.1_44,0.005978764088665933
NC_018649.1_403,0.008352927983676529
NC_018649.1_515,0.0036474253477346784
NC_018649.1_1530,0.010701476613424377
NC_018649.1_1531,0.009121134146144794
NC_018649.1_1614,0.005817872336931251
NC_018649.1_1640,0.005836926428262656
NC_018649.1_1711,0.0032276142465736068
NC_018649.1_2003,0.004150920795412549
NC_018649.1_2273,0.005255773423158505
NC_018649.1_2277,0.00775744116656627
NZ_KB908319.1_275,0.017619241109541738
NZ_KB908320.1_1,0.0118624751524532
NZ_KB908321.1_303,0.012793644152483453
NZ_KB908322.1_19,0.01775213105000888
NZ_KB908323.1_138,0.010744993019444449
NZ_KB908329.1_82,0.004958070327577291
NZ_KB908330.1_57,0.0369838028382599
NZ_KB908333.1_48,0.00786898822051687
NZ_KB908339.1_17,0.017139873370211035
NZ_KB908339.1_34,0.01795591779231167
NZ_KB908340.1_7,0.02648177892874435
NZ_KB908346.1_2,0.004226497306176924
NZ_KB908347.1_17,0.018074074527408147
NZ_KB908350.1_10,0.012057046011308126
NC_022792.1_757,0.004880470794050962
NC_022792.1_1189,0.006508234297292703
NC_022792.1_1402,0.026493295963445896
NC_022792.1_1629,0.0033487606120834457
NC_022792.1_1786,0.003936914066390784
NC_022792.1_2021,0.005138307319513968
NZ_JPST01000003.1_28,0.0056646072751459055
NZ_JPST01000003.1_129,0.01081377482395609
NZ_JPST01000003.1_167,0.009225355374978617
NZ_JPST01000004.1_1,0.005741990127288377
NZ_JPST01000013.1_97,0.010642597264247055
NZ_JPST01000018.1_28,0.005896102263334635
NZ_JPST01000019.1_30,0.007019291111657578
NZ_JPST01000029.1_32,0.009504897639514365
NZ_JPST01000030.1_39,0.010029717017861284
NZ_JPST01000036.1_87,0.008236436991861228
NZ_JPST01000036.1_104,0.016495376146009332
NZ_JPST01000063.1_4,0.006252534084006833
NZ_JXCG01000015.1_18,0.006215338754395017
NZ_JXCG01000019.1_11,0.005704466500640581
NZ_JXCG01000006.1_38,0.0039061432462534017
NZ_JXCG01000008.1_7,0.007772091871915854
NZ_JXCG01000008.1_42,0.006657679882624512
NZ_LMGK01000001.1_298,0.01003858288623749
NZ_LMGK01000002.1_36,0.008346519665710317
NZ_LMGK01000002.1_160,0.013455639671310604
NZ_LMGK01000003.1_21,0.011407902179524898
NZ_LMGK01000004.1_216,0.004309957621590321
NZ_LMGK01000005.1_137,0.018647674321729868
NZ_LMGK01000006.1_36,0.010640227539887092
NZ_LMGK01000006.1_136,0.013351237352789069
NZ_LMGK01000007.1_14,0.016776896539008913
NZ_LMGK01000012.1_290,0.025672622198807216
NZ_LMGK01000020.1_385,0.0045497737871152966
NZ_LMGK01000023.1_235,0.02336508340335053
NZ_LMGK01000024.1_310,0.015257457333548973
NZ_LMGK01000025.1_625,0.00658521607615743
NZ_CP015520.1_666,0.009829050953137086
NZ_CP015520.1_667,0.008606285653705248
NZ_CP015520.1_997,0.004322621526331383
NZ_CP015520.1_1011,0.004299729455835499
NZ_CP015520.1_1175,0.004647703146266014
NZ_CP015520.1_1352,0.006603521836099624
NZ_CP015520.1_1711,0.009199812770325843
NZ_CP015520.1_2114,0.00551942538242014
NZ_CP015520.1_2200,0.010723206451110578
NZ_CP015423.1_245,0.009996176766683362
NZ_CP015423.1_513,0.017062185442425704
NZ_CP015423.1_560,0.012716207937507629
NZ_CP015423.1_826,0.009363089410578817
NZ_CP015423.1_1017,0.010697406867233018
NZ_CP015423.1_1159,0.004322910136821201
NZ_CP015423.1_1422,0.006424859313786002
NZ_CP015423.1_1566,0.009640553425839605
NZ_CP015423.1_1658,0.010615699487731268
NZ_CP015423.1_2203,0.0036491586943661948
NZ_CP015423.1_2383,0.002741406261981272
NZ_CP015423.1_3540,0.003533542876214035
NZ_CP015423.1_3660,0.004192405894606765
NZ_CP015423.1_3768,0.008686013827679773
NZ_CP015423.1_3831,0.004958658013828244
NZ_CP015423.1_4901,0.0036747990828293053
NZ_CP027570.1_695,0.006965897242169739
NZ_CP027570.1_1074,0.033499733384837894
NZ_CP027570.1_1212,0.009398035798792014
NZ_CP027570.1_1746,0.008958885797440575
NZ_JAAIPW010000011.1_73,0.021015804259008043
NZ_JAAIPW010000016.1_77,0.006705794163556811
NZ_JAAIPW010000018.1_9,0.008171207698167659
NZ_JAAIPW010000001.1_32,0.005926882360845509
NZ_JAAIPW010000007.1_61,0.006023702826194599
NZ_JAAIPW010000008.1_2,0.024023919997413445
NZ_JAAIPW010000008.1_3,0.026549782314296298
NZ_CP060488.1_842,0.008460787111575451
NZ_CP060488.1_1293,0.015855232828317134
NZ_CP060488.1_1502,0.006641214631250158
NZ_CP060488.1_1736,0.01678837565247875
NZ_CP060488.1_2563,0.005842076714717037
NZ_CP060488.1_2564,0.007603445437079493
NZ_CP060488.1_2670,0.008678737163249229
NZ_CP060488.1_2757,0.015386116767379754
NZ_CP060488.1_3073,0.012891947016116978
NZ_CP060488.1_3215,0.024894924813234142
NZ_CP060488.1_3463,0.017377815676703646
NZ_CP060488.1_3697,0.0036282577064303823
NZ_CP060488.1_3743,0.0033804754487169798
NZ_CP060488.1_3908,0.014938310497994123
NZ_CP060488.1_4532,0.004889137472337479
NZ_CP060488.1_4629,0.01608785958165382
NZ_CP060488.1_4800,0.01806544722592105
NZ_JABASS010000012.1_36,0.004646560684667245
NZ_JABASS010000003.1_20,0.026479249674023576
NZ_JABASS010000003.1_55,0.01453477362085671
NZ_JABASS010000003.1_88,0.015942507329668752
NZ_JABASS010000006.1_37,0.03629391886131468
NZ_JABASS010000009.1_46,0.009023786071153617
NZ_JAFCMM010000001.1_318,0.006980341838337822
NZ_JAFCMM010000001.1_775,0.0035230396800458364
NZ_JAFCMM010000001.1_943,0.01174359153435458
NZ_JAFCMM010000001.1_1391,0.010052804347293587
NZ_JAFCMM010000001.1_1414,0.015353317038558755
NZ_JAFCMM010000001.1_1451,0.013482900126040143
NZ_JAFCMM010000011.1_14,0.013913687849163359
NZ_JAFCMM010000003.1_345,0.011346562286010298
NZ_JAFCMM010000003.1_817,0.008169409525060645
NZ_JAFCMM010000004.1_351,0.006606807326041508
NZ_JAFCMM010000004.1_352,0.008326246633240598
NZ_JAFCMM010000004.1_639,0.0067651970707643064
NZ_JAFCMM010000005.1_512,0.004678415226783472
NZ_JAFCMM010000005.1_577,0.009091893430047149
NZ_JAFCMM010000005.1_648,0.00939973600609576
NZ_JAFCMM010000006.1_401,0.0034829300910799166
NZ_JAFCMM010000007.1_54,0.010733119601517483
NZ_JAFCMM010000007.1_129,0.009170167649535533
NZ_JAFCMM010000009.1_40,0.016287762364901304
NZ_FRCD01000018.1_106,0.007067336295540261
NZ_FRCD01000003.1_161,0.018254472639096474
NZ_FRCD01000003.1_304,0.018739313701660376
NZ_FRCD01000014.1_67,0.02005517966522352
NZ_FRCD01000022.1_43,0.01901008499145227
NZ_FRCD01000013.1_30,0.005835869218379042
NZ_FRCD01000004.1_265,0.004166301218353796
NZ_FRCD01000005.1_21,0.022055700911730324
NZ_FRCD01000005.1_53,0.02607737824789047
NZ_FRCD01000001.1_115,0.009999204806238149
NZ_FRCD01000023.1_54,0.0042971717935818225
NZ_FRCD01000026.1_5,0.006925919979849438
NZ_FRCD01000007.1_103,0.014031814474566407
NZ_FRCD01000034.1_15,0.0046038168488020444
NZ_FRCD01000012.1_18,0.007051022002483709
NZ_FRCD01000009.1_29,0.0038642187197293508
NZ_LT907975.1_13,0.010842134220330845
NZ_LT907975.1_142,0.009798063889465625
NZ_LT907975.1_356,0.007550235048900245
NZ_LT907975.1_543,0.00546276488118993
NZ_LT907975.1_1008,0.004063727007938045
NZ_LT907975.1_1372,0.005190366332899288
NZ_LT907975.1_2140,0.007543792679283445
NZ_LT907975.1_2936,0.005530629698077538
NZ_LT907975.1_3217,0.004430558337563539
NZ_LT907975.1_3807,0.02749580421174298
NZ_LT907975.1_3916,0.01724763472566713
NZ_LR216287.1_265,0.008465676566297643
NZ_LR216287.1_905,0.011278711940787578
NZ_LR216287.1_940,0.0053961154776623445
NZ_LR216287.1_1318,0.004835645548466027
NZ_LR216287.1_1475,0.0063498957977462965
NZ_LR216287.1_1970,0.0029722318090904974
NZ_LR216287.1_2824,0.005319494942359659
NZ_LR216287.1_2953,0.007498440627223246
CP002161.1_4,0.037046717999447386
AQRW01000004.1_3,0.004718632852957571
AQRW01000022.1_1,0.0077422581832927275
AQRW01000081.1_4,0.016483278635127597
AQRW01000101.1_7,0.002930157464322214
AQRW01000121.1_14,0.007972024890416063
AQRW01000129.1_15,0.003939360667931524
AQRW01000145.1_3,0.006630889661721895
AQRW01000146.1_8,0.005983439981242733
AQRW01000152.1_3,0.005018230075131113
AQRW01000169.1_7,0.0036829784464186056
AQRW01000178.1_10,0.004143906988048762
AQRW01000185.1_9,0.018631422279570244
AQRW01000190.1_29,0.0033253087062655507
AQRW01000190.1_54,0.0028308778158044
AWOA01000003.1_8,0.008193161955682227
AWOA01000012.1_17,0.010397364405247767
AWOA01000023.1_18,0.0028824639358545623
AWOA01000040.1_12,0.006025024751036301
AWOA01000058.1_3,0.004389410098464786
AWOA01000080.1_13,0.015405689768977826
AWOA01000091.1_1,0.0022237962123883293
AWOA01000111.1_1,0.023241367387324074
DF820461.1_54,0.0114862323815897
DF820461.1_217,0.005321822466202497
DF820461.1_331,0.003734073405156524
DF820460.1_100,0.024278365482141594
DF820460.1_244,0.010920009564748766
DF820460.1_287,0.02253794707734531
DF820460.1_532,0.0032490284085861187
DF820459.1_497,0.005212213174396241
DF820459.1_647,0.008648888546125865
DF820459.1_788,0.0048930516794282175
DF820459.1_870,0.0048082367220219305
DF820458.1_62,0.008163477534827135
DF820458.1_77,0.01678569030043211
DF820458.1_673,0.004450524623823249
DF820457.1_27,0.004899002845688538
DF820457.1_343,0.00424208634813863
DF820457.1_729,0.01157569387306807
DF820456.1_257,0.023129926594945015
DF820455.1_240,0.01193389042624764
DF820455.1_431,0.014299499161044204
DF820455.1_432,0.0305031335998583
DF820455.1_1035,0.028969355466417945
DF820455.1_1248,0.007179522487853873
LCRX01000005.1_10,0.008639925606074138
LCRX01000019.1_4,0.010527278606552426
LJUI01000008.1_36,0.0066455884045419685
LJUI01000015.1_20,0.012975043403809594
LJUI01000142.1_6,0.00536656250519385
LJUI01000030.1_18,0.004304239808267241
