protein_id,novelty,pvalue,distance,is_positive,phylum,length_aa
MOCK_023558,0.7962524996904433,0.20374750030955668,0.22976202190816997,0,Thermoproteota,515
MOCK_001156,0.7929477916278916,0.20705220837210836,0.5473262091577891,0,Patescibacteria,241
MOCK_015270,0.7929220599151946,0.2070779400848054,0.7511140452487418,0,Bacteroidota,245
MOCK_007077,0.7914337054660175,0.20856629453398245,1.0790134653645171,0,Bacillota,838
MOCK_021827,0.7911102091865533,0.20888979081344672,1.1217084026761694,0,Thermoproteota,275
MOCK_022999,0.7905798212185992,0.20942017878140085,0.9397365539745668,0,Bacteroidota,494
MOCK_013482,0.7894482281437436,0.2105517718562564,0.9009286604219242,1,Pseudomonadota,616
MOCK_002617,0.7888138801186149,0.21118611988138514,0.7389271334924205,0,Actinomycetota,1007
MOCK_018480,0.788674328692114,0.21132567130788604,0.7154995767076057,0,Patescibacteria,505
MOCK_020640,0.7886634773004011,0.2113365226995989,0.5687358604508196,1,Pseudomonadota,568
MOCK_008164,0.7880423526811634,0.2119576473188366,0.499057205746128,0,Pseudomonadota,242
MOCK_000411,0.7878373509799799,0.21216264902002013,0.8086486590646748,1,Pseudomonadota,902
MOCK_010575,0.7838361708384902,0.21616382916150978,0.9382544470596408,0,Pseudomonadota,244
MOCK_006282,0.7834910757858019,0.2165089242141981,1.370981911432918,0,Actinomycetota,177
MOCK_016048,0.7834708766604065,0.2165291233395935,1.1758269288456424,0,Thermoproteota,230
MOCK_006044,0.7823142218522995,0.21768577814770051,0.6224030406624186,0,Bacteroidota,122
MOCK_017833,0.782206550940553,0.21779344905944698,0.8071825362060475,0,Pseudomonadota,882
MOCK_011883,0.7804861425875611,0.2195138574124389,0.9549956899034997,1,Actinomycetota,435
MOCK_013811,0.7788199203707656,0.22118007962923436,0.48897024887525614,1,Pseudomonadota,982
MOCK_021168,0.7782084374996291,0.2217915625003709,0.38915133150429854,1,Patescibacteria,174
MOCK_001741,0.7777617031961153,0.22223829680388474,1.2609816601741886,0,Patescibacteria,321
MOCK_007515,0.777236957822597,0.22276304217740295,0.8299641487484294,0,Actinomycetota,848
MOCK_000363,0.776865566587401,0.22313443341259898,0.9977813256227421,0,Thermoproteota,249
MOCK_007360,0.7759197273997571,0.22408027260024288,0.8258835858596428,0,Actinomycetota,116
MOCK_002818,0.7751182943386385,0.22488170566136145,1.8053925108202353,1,Patescibacteria,434
MOCK_020932,0.7748458607408635,0.22515413925913652,0.45641189877751553,0,Thermoproteota,620
MOCK_003436,0.7735538683294665,0.2264461316705335,0.896824223519395,0,Bacteroidota,233
MOCK_012701,0.7728454380967539,0.22715456190324612,0.0,1,Patescibacteria,373
MOCK_001078,0.7718023271895472,0.22819767281045278,0.366287772065758,0,Bacteroidota,306
MOCK_014625,0.7709344674932633,0.22906553250673667,0.446410800446535,0,Thermoproteota,479
MOCK_023177,0.7703814924497697,0.22961850755023028,0.9375901864956948,0,Actinomycetota,555
MOCK_023163,0.7686801163227035,0.2313198836772965,0.8261057003672314,0,Pseudomonadota,291
MOCK_013049,0.7684263323843078,0.2315736676156922,0.7887110257074558,0,Patescibacteria,451
MOCK_011258,0.7683896587521277,0.23161034124787228,0.8304565644416855,0,Pseudomonadota,800
MOCK_001746,0.7676960410767397,0.23230395892326028,0.7931177587924735,0,Actinomycetota,215
MOCK_006654,0.7668794680266536,0.23312053197334637,0.12998929303983975,0,Actinomycetota,813
MOCK_022460,0.7646532569621158,0.23534674303788417,1.4934971575552782,0,Bacillota,322
MOCK_015006,0.7641708137456453,0.23582918625435467,0.6441909152640142,0,Pseudomonadota,627
MOCK_002860,0.7640490556959706,0.2359509443040294,0.5074701870217824,1,Pseudomonadota,749
MOCK_001103,0.76295224733499,0.23704775266501,0.5883262939349846,0,Thermoproteota,220
MOCK_021998,0.7625513001707576,0.23744869982924244,0.3850323112493509,0,Patescibacteria,113
MOCK_008740,0.7612749502348156,0.23872504976518438,0.7524657072211937,1,Actinomycetota,858
MOCK_022478,0.7611308219129792,0.2388691780870208,0.8405030415456458,1,Actinomycetota,817
MOCK_008799,0.7608502672039307,0.23914973279606933,0.894751964264539,0,Bacteroidota,433
MOCK_014134,0.7606256502058755,0.23937434979412453,1.0446035654363055,0,Actinomycetota,336
MOCK_000638,0.7605945294865121,0.23940547051348793,1.075447578997244,0,Pseudomonadota,296
MOCK_011891,0.7601078045083689,0.2398921954916311,0.7984561129242189,0,Bacillota,197
MOCK_008826,0.759221063785056,0.24077893621494395,0.5314207925931071,1,Actinomycetota,419
MOCK_007435,0.7591951059227022,0.24080489407729777,0.6744230856744942,0,Patescibacteria,897
MOCK_003286,0.7589489679453176,0.24105103205468237,0.19064166990362263,0,Pseudomonadota,983
MOCK_009835,0.7588666822098679,0.24113331779013214,0.7423006256600376,0,Patescibacteria,810
MOCK_008546,0.7575050339975009,0.2424949660024991,0.7069657781712678,0,Actinomycetota,256
MOCK_010653,0.7574680541411412,0.24253194585885884,1.3604312508568073,1,Thermoproteota,624
MOCK_016836,0.7572610740652265,0.24273892593477353,0.9298820429260417,0,Bacteroidota,727
MOCK_006439,0.7568193521706698,0.24318064782933024,0.43505958859929295,0,Pseudomonadota,791
MOCK_018396,0.7561698561937652,0.2438301438062348,0.6847107244431866,0,Pseudomonadota,638
MOCK_015608,0.7549392445486142,0.24506075545138584,0.8266444435995539,0,Thermoproteota,879
MOCK_020827,0.7548531376904069,0.24514686230959315,0.009063012448590646,0,Actinomycetota,679
MOCK_008601,0.7546592782759375,0.24534072172406252,0.4707530041419688,1,Bacillota,580
MOCK_024243,0.7546385184272484,0.24536148157275162,1.175129694898338,0,Patescibacteria,276
MOCK_011866,0.7544329269380071,0.24556707306199288,0.8575283703811307,0,Actinomycetota,254
MOCK_000262,0.7525648313551574,0.2474351686448426,0.7367036866713311,0,Patescibacteria,361
MOCK_022596,0.7507677988150983,0.24923220118490175,1.304088788461517,0,Actinomycetota,523
MOCK_002417,0.7507225764623232,0.2492774235376768,0.8859537469904697,0,Bacteroidota,932
MOCK_003676,0.7502707793680712,0.24972922063192882,0.9563345658226036,0,Actinomycetota,295
MOCK_011736,0.7500647308679277,0.2499352691320723,0.5132127898841992,0,Patescibacteria,641
MOCK_000844,0.7498326485986466,0.2501673514013534,0.5444740484884854,1,Actinomycetota,426
MOCK_016224,0.7497656804127802,0.25023431958721976,0.6447215276778312,0,Bacillota,252
MOCK_010423,0.7489288383920266,0.2510711616079734,0.33219717516097824,1,Bacillota,987
MOCK_016188,0.7487643737757643,0.2512356262242357,0.8330004046129647,0,Actinomycetota,158
MOCK_016809,0.7472958323888472,0.2527041676111528,0.8240847700717983,0,Thermoproteota,85
MOCK_014455,0.7469408820606527,0.2530591179393473,0.6790530000658286,0,Thermoproteota,924
MOCK_013217,0.7469378656313659,0.2530621343686341,1.1807659113707911,0,Bacteroidota,575
MOCK_007743,0.7467877403993676,0.25321225960063243,0.1946643726605911,0,Bacillota,311
MOCK_013703,0.7467540615867688,0.2532459384132312,1.1956555547183938,0,Bacteroidota,728
MOCK_009459,0.7462758348582256,0.2537241651417744,1.1192468424602762,0,Thermoproteota,155
MOCK_022822,0.7462087248921858,0.2537912751078142,0.23877261082979273,0,Thermoproteota,334
MOCK_007306,0.7459605783949341,0.2540394216050659,0.38996596912951037,0,Pseudomonadota,366
MOCK_018743,0.7456852241330272,0.2543147758669728,0.716012978346191,1,Pseudomonadota,483
MOCK_023092,0.7456331323781016,0.2543668676218984,0.9751024103466776,1,Bacteroidota,958
MOCK_011989,0.7456186710847237,0.2543813289152763,0.8479207472925752,0,Bacteroidota,541
MOCK_015634,0.7443578052650166,0.2556421947349834,0.5897708503575982,0,Actinomycetota,484
MOCK_004285,0.7442211089685576,0.25577889103144236,0.20721038132443403,0,Actinomycetota,452
MOCK_016669,0.7439154469279734,0.2560845530720266,0.7007907129708496,1,Patescibacteria,92
MOCK_014680,0.7429709262136072,0.25702907378639284,0.6996034480440863,1,Thermoproteota,162
MOCK_013742,0.7426409365896578,0.2573590634103422,0.6567346894183099,0,Patescibacteria,217
MOCK_006237,0.7425214748051248,0.25747852519487524,0.42498411162003563,1,Bacteroidota,684
MOCK_000897,0.7422214471723666,0.2577785528276334,1.0263095850998463,1,Patescibacteria,236
MOCK_006643,0.7418103241242676,0.2581896758757324,0.3677325944458808,1,Pseudomonadota,918
MOCK_000244,0.7416254189347051,0.2583745810652949,0.9705629367139356,1,Actinomycetota,891
MOCK_005306,0.7405197493727977,0.25948025062720226,0.3981681687304487,0,Bacteroidota,1011
MOCK_006361,0.7399765251635521,0.26002347483644794,1.5082708649364598,1,Patescibacteria,89
MOCK_014837,0.7399274766345881,0.26007252336541187,1.1804032438570253,0,Bacteroidota,104
MOCK_022374,0.7397492625779565,0.2602507374220435,0.7524898488268335,0,Bacillota,864
MOCK_011960,0.7393145061996327,0.2606854938003673,1.2054678256991769,0,Bacillota,545
MOCK_006813,0.738505130339241,0.26149486966075897,0.5414572457291176,0,Actinomycetota,776
MOCK_019391,0.7380198954140389,0.2619801045859611,0.4506813578854711,0,Thermoproteota,894
MOCK_016351,0.7374458588017826,0.2625541411982174,0.4024241818896888,0,Bacteroidota,963
MOCK_019226,0.7368830563492129,0.2631169436507871,0.7809204765694154,0,Bacteroidota,902
MOCK_012027,0.736540538684524,0.26345946131547604,0.8525874531037277,0,Patescibacteria,468
MOCK_021445,0.7364641354718559,0.26353586452814415,0.36207263148172397,0,Bacillota,719
MOCK_014740,0.7361757972325549,0.2638242027674451,0.671268846913049,0,Bacteroidota,999
MOCK_005283,0.7350096184578312,0.2649903815421688,1.1413360542240478,1,Actinomycetota,240
MOCK_013277,0.7341337720827329,0.2658662279172671,0.7169813089926924,1,Pseudomonadota,596
MOCK_013147,0.7340423603826948,0.26595763961730523,0.7951503493434767,0,Pseudomonadota,891
MOCK_024584,0.7339460399803153,0.26605396001968473,1.2740002897016933,0,Bacillota,569
MOCK_001277,0.7330449406881434,0.2669550593118566,0.3616482532494146,0,Bacillota,560
MOCK_021242,0.7324935304188486,0.26750646958115143,0.3410056325662491,0,Pseudomonadota,496
MOCK_024176,0.7321354184811649,0.2678645815188351,0.4744192816402711,0,Patescibacteria,900
MOCK_011908,0.7317444554216427,0.2682555445783573,0.9772332926623588,0,Patescibacteria,504
MOCK_001733,0.731725574138775,0.26827442586122496,1.0097174006414582,1,Actinomycetota,264
MOCK_014489,0.7314574543055119,0.2685425456944881,0.9231102038717411,0,Pseudomonadota,707
MOCK_014948,0.7309660717245139,0.2690339282754861,0.8589835531561706,1,Patescibacteria,170
MOCK_019983,0.73086383225786,0.26913616774214,0.9780366590007439,0,Actinomycetota,257
MOCK_005280,0.7307868714720827,0.26921312852791734,0.8175141734841005,0,Pseudomonadota,465
MOCK_015525,0.7300079948817297,0.26999200511827026,0.9269456333818819,0,Patescibacteria,656
MOCK_015045,0.7298038991970935,0.27019610080290646,1.1010448266806625,0,Thermoproteota,487
MOCK_010231,0.7297255616526951,0.2702744383473049,0.0,0,Patescibacteria,516
MOCK_024135,0.7296617926056763,0.2703382073943237,0.5609218659053796,0,Pseudomonadota,776
MOCK_018015,0.7293478898178902,0.2706521101821098,0.826814440970578,0,Patescibacteria,573
MOCK_013552,0.7293366622219747,0.2706633377780253,1.166166687236278,0,Pseudomonadota,398
MOCK_001982,0.7292864155708796,0.2707135844291204,0.41095697511542995,0,Bacillota,865
MOCK_012544,0.7288761744040393,0.2711238255959607,0.7006158069338229,0,Patescibacteria,642
MOCK_009711,0.7285995825251728,0.27140041747482724,1.003071926425632,0,Thermoproteota,291
MOCK_024477,0.7284792546075723,0.27152074539242765,0.26730084879437865,0,Pseudomonadota,248
MOCK_022562,0.7282847000781257,0.27171529992187426,0.40786332081296917,0,Bacteroidota,793
MOCK_008817,0.7277046193812732,0.2722953806187268,0.6294930478740784,0,Actinomycetota,710
MOCK_004474,0.7267439631052707,0.2732560368947293,0.9666067180909699,1,Thermoproteota,748
MOCK_023675,0.7265792559956779,0.27342074400432215,0.6067525404420391,0,Patescibacteria,913
MOCK_021109,0.7265677672067583,0.2734322327932417,1.0117443042640986,0,Bacteroidota,98
MOCK_011396,0.7265480757452811,0.27345192425471887,0.42711778332101374,0,Bacteroidota,95
MOCK_022892,0.7262064428729816,0.27379355712701836,0.9283774058167231,0,Patescibacteria,770
MOCK_015677,0.725823407654138,0.274176592345862,0.3667173757993163,0,Bacteroidota,654
MOCK_020776,0.7257699858493168,0.27423001415068315,0.6954401917053114,0,Bacillota,536
MOCK_023595,0.7254956606646021,0.27450433933539786,0.16522768321828274,0,Bacteroidota,80
MOCK_003127,0.7253053520581317,0.27469464794186826,0.9814792789245437,1,Pseudomonadota,178
MOCK_004266,0.7252553350372697,0.2747446649627303,0.8815336955731665,0,Actinomycetota,581
MOCK_015131,0.7251863650141676,0.27481363498583244,0.9315092198992517,0,Thermoproteota,591
MOCK_024560,0.7250895743724638,0.2749104256275362,0.8990925001587446,0,Actinomycetota,314
MOCK_013497,0.724773768222049,0.275226231777951,0.9261448623680328,0,Actinomycetota,346
MOCK_008373,0.7247589585651766,0.2752410414348234,0.9044332043938788,0,Pseudomonadota,775
MOCK_024378,0.7246479250911065,0.27535207490889346,0.4047140300092488,1,Bacillota,539
MOCK_016655,0.7245023137451071,0.2754976862548929,0.9268321064781828,0,Thermoproteota,568
MOCK_004959,0.724358548028486,0.275641451971514,0.8674051165248651,0,Bacillota,735
MOCK_011995,0.7235436845535629,0.2764563154464371,0.7382916156312028,0,Bacillota,679
MOCK_020829,0.7232491009426436,0.2767508990573564,0.5231887255188832,0,Bacteroidota,713
MOCK_003214,0.723179458540852,0.27682054145914803,0.4834780938924915,0,Actinomycetota,979
MOCK_015757,0.7230460865611864,0.2769539134388136,0.25752324847657626,0,Bacteroidota,509
MOCK_000584,0.7227951280264617,0.27720487197353827,0.9681692429738175,0,Thermoproteota,797
MOCK_005943,0.7225078540392944,0.2774921459607056,0.6083997718755569,0,Bacteroidota,661
MOCK_016274,0.7223782600399936,0.2776217399600064,0.9213808055236368,0,Pseudomonadota,529
MOCK_009238,0.7223341988430942,0.27766580115690576,0.6642698696394571,0,Bacillota,238
MOCK_010635,0.7222780090156752,0.2777219909843248,0.8029216565829496,1,Actinomycetota,814
MOCK_011647,0.7222077346939257,0.27779226530607426,0.21324183260621066,0,Patescibacteria,105
MOCK_023333,0.7217717200783614,0.27822827992163857,0.7677637463757924,0,Thermoproteota,1003
MOCK_016024,0.7217175288286481,0.27828247117135185,0.8669112058117545,1,Patescibacteria,639
MOCK_023126,0.7214691174574278,0.2785308825425722,0.7785726405010567,0,Actinomycetota,821
MOCK_003797,0.7201767598016373,0.2798232401983627,0.9685814931930399,1,Pseudomonadota,919
MOCK_013883,0.7200748352454649,0.2799251647545351,0.4733536238264293,0,Pseudomonadota,235
MOCK_003069,0.7199998348695233,0.28000016513047665,0.47205986146973933,0,Actinomycetota,847
MOCK_023822,0.7198708162754001,0.28012918372459994,1.3992768475320831,1,Patescibacteria,990
MOCK_024936,0.7192289360251347,0.2807710639748653,0.2865382810904158,0,Patescibacteria,995
MOCK_016385,0.718514041632466,0.281485958367534,0.6669363710340804,0,Thermoproteota,332
MOCK_009715,0.7180651065627177,0.2819348934372823,0.16493566079198163,0,Patescibacteria,951
MOCK_022980,0.7179296121598356,0.28207038784016436,0.45677508838938713,0,Thermoproteota,862
MOCK_008725,0.7172775856058282,0.2827224143941718,0.38939155733908504,0,Pseudomonadota,864
MOCK_001302,0.7168129545051468,0.2831870454948532,0.9128759577797697,0,Bacillota,805
MOCK_023774,0.7167493245369505,0.2832506754630495,0.0,1,Actinomycetota,308
MOCK_022393,0.7160503602304366,0.28394963976956344,1.0186063959922609,0,Actinomycetota,392
MOCK_000475,0.7157614686708597,0.28423853132914034,0.8676866510008666,1,Bacteroidota,874
MOCK_000595,0.7156408798309715,0.28435912016902853,1.2300480882936369,1,Patescibacteria,784
MOCK_001659,0.7153940394783576,0.28460596052164244,1.3205240191368213,0,Bacteroidota,524
MOCK_003082,0.7151350110362604,0.2848649889637396,0.42266249314110405,0,Thermoproteota,129
MOCK_003981,0.7149800591246117,0.2850199408753883,1.1262787675829422,0,Actinomycetota,186
MOCK_013876,0.7147399785631712,0.2852600214368288,0.805370049313862,0,Bacillota,501
MOCK_001506,0.71472374170502,0.28527625829498005,0.8867848287587313,0,Bacillota,927
MOCK_005505,0.7145820511753865,0.28541794882461347,0.7829557327862438,0,Thermoproteota,765
MOCK_020475,0.7144434914326487,0.28555650856735126,0.6507895526420724,1,Thermoproteota,307
MOCK_014522,0.7143314916089476,0.2856685083910524,0.5440653421165509,1,Pseudomonadota,291
MOCK_004256,0.7136206163774659,0.2863793836225341,0.36275220363234395,0,Actinomycetota,498
MOCK_005859,0.7134779082617869,0.2865220917382131,1.04870114312604,0,Pseudomonadota,188
MOCK_009805,0.7134478839714641,0.2865521160285359,0.9316994174074833,0,Pseudomonadota,565
MOCK_022006,0.7127610463221605,0.28723895367783947,1.0979335807571466,0,Bacillota,543
MOCK_008865,0.7126946801886331,0.28730531981136687,0.23765020907247025,0,Pseudomonadota,718
MOCK_002273,0.7122035718843261,0.28779642811567385,0.6983997782022235,0,Pseudomonadota,882
MOCK_021627,0.7114203851764102,0.28857961482358985,0.37147716392496666,0,Actinomycetota,588
MOCK_018054,0.7113149136784498,0.2886850863215502,0.9028348896462254,0,Patescibacteria,750
MOCK_008326,0.7111161562044308,0.2888838437955692,0.5057416593166384,0,Thermoproteota,505
MOCK_021088,0.7110979931116339,0.2889020068883661,0.3070180895734037,0,Thermoproteota,924
MOCK_008329,0.7110718200338246,0.28892817996617537,0.28775859804638754,1,Actinomycetota,139
MOCK_020793,0.7104684656899118,0.28953153431008816,0.79186069207962,0,Bacillota,105
MOCK_015663,0.7102193201351138,0.2897806798648862,0.0,1,Bacteroidota,821
MOCK_013242,0.7095490244148358,0.2904509755851642,1.5201965174548806,0,Bacillota,187
MOCK_010324,0.7095190984293115,0.2904809015706885,0.7673214923152627,0,Patescibacteria,214
MOCK_004780,0.7093230155659411,0.29067698443405887,1.419488180029063,1,Actinomycetota,813
MOCK_010814,0.7090022081912489,0.29099779180875107,0.5998051392294518,1,Thermoproteota,483
MOCK_010908,0.7089195618246956,0.2910804381753044,0.919339236758631,1,Bacillota,1001
MOCK_014884,0.7087137357420134,0.29128626425798665,0.3066486243082438,0,Bacillota,810
MOCK_009646,0.7085665130927967,0.2914334869072033,0.8821108929117075,0,Bacillota,722
MOCK_004315,0.7082065904425848,0.2917934095574152,0.9666337548434114,0,Bacillota,922
MOCK_013406,0.7081752803726304,0.29182471962736956,0.5413587836119715,1,Actinomycetota,871
MOCK_008228,0.7077992880320152,0.2922007119679848,0.39364883185608096,1,Patescibacteria,337
MOCK_015687,0.7074335262565586,0.29256647374344136,0.6253942840972231,0,Actinomycetota,755
MOCK_003033,0.7072040514530298,0.2927959485469702,1.1160350367246463,0,Bacteroidota,853
MOCK_001354,0.7070143258857506,0.29298567411424936,0.32592771547827076,0,Bacteroidota,632
MOCK_018888,0.70692951508607,0.29307048491392995,0.9043857670021991,0,Bacillota,816
MOCK_023636,0.7067852456855195,0.2932147543144805,0.923444191478597,1,Pseudomonadota,918
MOCK_023947,0.7065696192296818,0.29343038077031824,0.7718222977498781,0,Actinomycetota,964
MOCK_021197,0.7065685178242155,0.2934314821757845,1.0516840498413182,0,Pseudomonadota,438
MOCK_004948,0.7056824313652126,0.2943175686347874,0.33476865523146465,0,Bacteroidota,498
MOCK_021651,0.7054762282369345,0.29452377176306554,1.2054467975818381,0,Pseudomonadota,800
MOCK_008882,0.7050353902758415,0.2949646097241585,0.9011423746804388,0,Pseudomonadota,599
MOCK_007635,0.7045536681760527,0.2954463318239473,0.2846746242614993,0,Bacillota,91
MOCK_004538,0.7045010504559337,0.2954989495440663,0.8970549836703728,0,Bacteroidota,369
MOCK_023849,0.704308959228178,0.29569104077182196,0.5326162856434749,0,Patescibacteria,272
MOCK_006972,0.7038907726119609,0.29610922738803913,0.2640743291279659,0,Bacteroidota,720
MOCK_011198,0.7038449657090805,0.2961550342909195,1.6157338310585985,0,Patescibacteria,179
MOCK_008491,0.7034540145265527,0.29654598547344735,1.1349982096457927,1,Patescibacteria,517
MOCK_008046,0.7031099642406341,0.2968900357593659,0.5649131219363442,0,Bacillota,967
MOCK_000677,0.702550230691684,0.297449769308316,0.1539955785927839,0,Actinomycetota,766
MOCK_020377,0.7024724178212649,0.2975275821787351,0.6152778746775799,0,Pseudomonadota,420
MOCK_014565,0.7022084244431196,0.2977915755568804,0.7802679493103056,0,Patescibacteria,113
MOCK_018898,0.7019650585096352,0.2980349414903648,0.5548211312381865,0,Bacteroidota,772
MOCK_014768,0.7017169919466518,0.2982830080533482,0.2089911115164712,0,Pseudomonadota,928
MOCK_017663,0.7014598834412707,0.29854011655872925,0.7696505393533591,0,Bacillota,519
MOCK_002331,0.7013177977944342,0.29868220220556585,0.9204156308325669,0,Patescibacteria,382
MOCK_013414,0.6998866052405863,0.3001133947594137,0.9281156509736919,1,Thermoproteota,915
MOCK_010939,0.6996649496360343,0.3003350503639657,0.3866700080621552,0,Bacteroidota,967
MOCK_006251,0.6995792752227642,0.3004207247772358,0.62043477718031,0,Bacillota,556
MOCK_002764,0.6995671409551986,0.30043285904480144,0.6802684464105546,0,Pseudomonadota,547
MOCK_014551,0.6993183267369495,0.3006816732630505,1.2393054335880969,1,Bacillota,638
MOCK_000184,0.6992855549518542,0.3007144450481458,0.642006508851634,0,Actinomycetota,172
MOCK_004762,0.6987600514006643,0.30123994859933567,0.39748516642694903,0,Bacillota,863
MOCK_008866,0.6985520979400948,0.30144790205990524,1.065544653043681,0,Pseudomonadota,580
MOCK_021210,0.6985313115196308,0.30146868848036923,0.9269730461750385,0,Patescibacteria,803
MOCK_021664,0.6979584639842619,0.30204153601573813,0.0,0,Thermoproteota,374
MOCK_022103,0.697711465752818,0.30228853424718205,1.3679030164107302,1,Actinomycetota,745
MOCK_002095,0.6975988929322174,0.30240110706778256,0.8391043944575771,0,Thermoproteota,275
MOCK_003782,0.6975519136524461,0.30244808634755393,1.0873629121901496,0,Pseudomonadota,795
MOCK_006408,0.6975117062677888,0.3024882937322112,0.956445361130518,0,Bacillota,372
MOCK_023995,0.6970057081123843,0.30299429188761573,0.6890686651976078,0,Patescibacteria,341
MOCK_007088,0.6968191119279258,0.3031808880720742,0.6221931736284881,0,Bacteroidota,229
MOCK_017834,0.6960692550056704,0.3039307449943296,0.6259096700067109,1,Bacteroidota,931
MOCK_009721,0.6957773583661551,0.30422264163384494,0.47955588729665977,0,Actinomycetota,750
MOCK_016694,0.6943530213253449,0.30564697867465507,0.6968992441637589,0,Patescibacteria,394
MOCK_005664,0.6940059833152009,0.3059940166847991,1.0359922371680796,1,Pseudomonadota,425
MOCK_009082,0.6939578941486739,0.3060421058513261,1.004376224421699,0,Thermoproteota,342
MOCK_006077,0.6937726354673625,0.30622736453263755,0.8892937742895634,0,Bacteroidota,938
MOCK_021709,0.6937198402332533,0.3062801597667467,0.8055171877233085,0,Patescibacteria,726
MOCK_016730,0.6936356262220884,0.3063643737779116,0.28806053187340597,0,Pseudomonadota,619
MOCK_021215,0.693521058358889,0.306478941641111,1.0572717197925061,0,Bacteroidota,379
MOCK_006202,0.6929594482095938,0.30704055179040624,0.8427496582176888,0,Pseudomonadota,681
