protein_id,is_positive,layer1_novelty,layer3_nonself_score,layer3_flag
MNYV01000060.1_13,True,0.9387730027475867,0.0004,False
MNYV01000076.1_1,True,0.9434340366896383,0.0,False
MNYW01000092.1_35,True,0.9994748230290775,0.0006,True
MNYW01000165.1_2,True,0.9896555659941118,0.001,True
MNYW01000058.1_17,True,0.7761776698186865,0.0,False
MNYW01000166.1_13,True,0.9697121838904859,0.0002,False
MNYW01000166.1_14,True,0.9537107797613473,0.0,False
MNYI01000232.1_3,True,0.6317341892946994,0.0002,False
MNYI01000130.1_1,True,0.6917671553743385,0.0,False
MNYI01000174.1_23,True,0.9993388043136847,0.0004,False
MNYI01000220.1_4,True,0.9947583170573541,0.0008,True
MNYI01000047.1_8,True,0.7485035134900668,0.0,False
DCAZ01000067.1_12,True,0.9967288504998496,0.0,False
DCAZ01000057.1_5,True,0.8528671814001909,0.0,False
DCAZ01000115.1_16,True,0.996040673930738,0.0,False
DCAZ01000131.1_6,True,0.873948121800989,0.0004,False
DCAZ01000041.1_25,True,0.9367318576762904,0.0004,False
DFGE01000032.1_6,True,0.9992091494393818,0.0004,False
DFGE01000015.1_28,True,0.9992807749564174,0.0004,False
DFGE01000015.1_108,True,0.9410301495544838,0.001,True
DFGE01000015.1_139,True,0.9990504677717394,0.0008,True
DFGE01000022.1_79,True,0.7909256528151297,0.0002,False
DFGE01000037.1_31,True,0.9992379712580511,0.0006,True
DFGE01000019.1_16,True,0.9931606555186322,0.0,False
DFGE01000007.1_5,True,0.6730285416847401,0.0,False
DFGE01000010.1_11,True,0.949138722625461,0.0004,False
DFGE01000018.1_30,True,0.9986932184032994,0.0008,True
DGKK01000031.1_38,True,0.9610657156374113,0.0004,False
DGKK01000058.1_6,True,0.7148434111217142,0.0,False
DGKK01000006.1_8,True,0.947910202452225,0.0002,False
DGKK01000048.1_3,True,0.5420317515398629,0.0,False
DHZH01000001.1_228,True,0.8521731586709465,0.0,False
DHZH01000003.1_130,True,0.9938468860745154,0.0006,True
DHZH01000006.1_61,True,0.9968811079721523,0.0,False
DHZH01000002.1_21,True,0.8508718660536132,0.0002,False
DAPM01000018.1_39,True,0.9965963099567315,0.0002,False
DAPM01000018.1_76,True,0.7572655504467771,0.0002,False
NZUQ01000006.1_1,True,0.858592868916457,0.0,False
NZUQ01000026.1_15,True,0.9960688662294009,0.0,False
NZUQ01000055.1_17,True,0.8304849483820596,0.0,False
NZUQ01000083.1_5,True,0.6843064110349614,0.0,False
NZUQ01000092.1_23,True,0.9398871150640744,0.0,False
NZUQ01000105.1_4,True,0.994913377931207,0.0,False
NZUQ01000108.1_2,True,0.9961335054877427,0.0008,True
NZUQ01000123.1_3,True,0.9932123284777877,0.0,False
NZUQ01000130.1_23,True,0.9585515128782152,0.0004,False
NZUQ01000135.1_6,True,0.9803544091935915,0.0004,False
PAYP01000004.1_22,True,0.9989886288709009,0.0,False
PAYP01000007.1_25,True,0.9805712578377289,0.0,False
PAYP01000016.1_5,True,0.9989961641014966,0.0008,True
PAYP01000020.1_5,True,0.9033581412027323,0.0002,False
PAYP01000029.1_95,True,0.9957120846771237,0.0,False
PAYP01000034.1_25,True,0.9935708904345631,0.0002,False
PAYP01000060.1_4,True,0.9952670434977025,0.0,False
PAYP01000078.1_11,True,0.9954415001727506,0.0,False
PAYP01000094.1_15,True,0.9590383779724967,0.0004,False
PAYP01000105.1_11,True,0.9388341691144318,0.0004,False
PFSX01000046.1_31,True,0.4000173505682312,0.0002,False
PFSX01000043.1_2,True,0.9735156007911477,0.0014,True
PXPD01000007.1_5,True,0.77435586015442,0.0002,False
PXPD01000016.1_3,True,0.5625921748937278,0.0,False
PXPD01000029.1_16,True,0.9992818710433414,0.0018,True
PXPD01000036.1_10,True,0.8520864058297909,0.0,False
PXPD01000046.1_1,True,0.999448246539225,0.0,False
PMNA01000009.1_27,True,0.9860334033471304,0.0,False
PMNA01000026.1_170,True,0.7970851045371736,0.0,False
PMNA01000023.1_23,True,0.9684820307068011,0.0004,False
PMNA01000022.1_18,True,0.9859555039432599,0.0,False
PMNA01000030.1_32,True,0.9591201984629175,0.0004,False
PMNA01000030.1_95,True,0.9974194019146688,0.0004,False
PMWA01000025.1_1,True,0.8633642751800121,0.0,False
PMWA01000092.1_36,True,0.9994870665901467,0.0014,True
QMTU01000006.1_15,True,0.47930944738440184,0.0,False
QMTU01000046.1_1,True,0.9994735865028516,0.0006,True
QNVD01000010.1_19,True,0.9992743341699393,0.0012,True
QNVD01000112.1_4,True,0.9990811401811032,0.001,True
QNVD01000273.1_3,True,0.6791012405656285,0.0,False
QNVD01000274.1_9,True,0.9257884828105369,0.0002,False
QNVD01000301.1_6,True,0.9407666438422526,0.0004,False
QNVD01000037.1_6,True,0.9937296025184776,0.0004,False
QNVD01000064.1_1,True,0.9722438029023505,0.0002,False
SHMX01000001.1_4,True,0.9564186368670718,0.0002,False
SHMX01000001.1_309,True,0.9152695155649785,0.0002,False
SHMX01000002.1_158,True,0.9904401020790584,0.0006,True
SHMX01000002.1_467,True,0.9998577971350615,0.0014,True
SHMX01000003.1_6,True,0.9720650163205736,0.0002,False
SHMX01000003.1_38,True,0.9979882629290869,0.0,False
SHMX01000003.1_352,True,0.9962387931607535,0.0002,False
SHMX01000003.1_472,True,0.6138631040166566,0.0,False
SHMX01000004.1_47,True,0.9918006059946388,0.0,False
SHMX01000004.1_327,True,0.9486041090512559,0.0,False
SHMX01000009.1_34,True,0.9744964866953364,0.0008,True
WLOP01000001.1_151,True,0.8431508631907695,0.0,False
WLOP01000005.1_127,True,0.999925476694474,0.001,True
WLOP01000005.1_146,True,0.9990731871750732,0.0002,False
WLOP01000008.1_40,True,0.5173939446516873,0.0,False
DRXH01000053.1_5,True,0.9978893385774749,0.0006,True
DRXH01000186.1_2,True,0.859547150169168,0.0,False
DRXH01000146.1_4,True,0.9999121846356442,0.0012,True
DRXH01000073.1_2,True,0.8546022382233018,0.0004,False
DRXT01000026.1_16,True,0.9158789610630286,0.0,False
DRXT01000027.1_4,True,0.9536372033978446,0.0004,False
WTCB01000078.1_8,True,0.9993039887670352,0.0016,True
WTCB01000078.1_11,True,0.8656198490500564,0.0,False
WTCB01000078.1_21,True,0.9971742418081758,0.0002,False
WTCB01000105.1_7,True,0.9872054320240582,0.0002,False
WTCB01000083.1_7,True,0.5357855469766635,0.0004,False
WTCB01000008.1_5,True,0.8856597553569879,0.0002,False
WTCB01000080.1_4,True,0.9227580458252196,0.0,False
WTCB01000125.1_11,True,0.921493678042528,0.0,False
WTCB01000052.1_2,True,0.9998915198324495,0.0002,False
WSZW01000108.1_1,True,0.9551982332884249,0.0,False
WSZW01000155.1_5,True,0.8624099939273011,0.0,False
WSZW01000013.1_5,True,0.5510540470200399,0.0004,False
WSZW01000093.1_4,True,0.9088922542784397,0.0002,False
JACCLG010000012.1_50,True,0.9993519090667575,0.0012,True
JACCLG010000050.1_63,True,0.9836566859956984,0.0,False
DVAE01000026.1_29,True,0.9994032304265266,0.0016,True
DVAE01000003.1_2,True,0.8248460137069489,0.0002,False
DVAE01000035.1_9,True,0.9284699970483384,0.0002,False
DVAE01000001.1_39,True,0.994920391467833,0.0004,False
JAATVM010000059.1_11,True,0.9998981377668027,0.002,True
JAATVM010000099.1_1,True,0.8358636245337034,0.0,False
JAATVM010000010.1_6,True,0.47653335646742434,0.0,False
JAATVM010000107.1_10,True,0.9129670808925316,0.0,False
JAATVM010000116.1_1,True,0.991096932188062,0.0004,False
JAATVM010000153.1_4,True,0.8998872213064978,0.0002,False
JAATVM010000153.1_11,True,0.8693502212197449,0.0002,False
JAATVM010000161.1_4,True,0.7366183742517567,0.0,False
JAATVM010000174.1_5,True,0.6613169081287412,0.0,False
JAATVM010000020.1_1,True,0.9890881793733896,0.0002,False
JAATVM010000213.1_11,True,0.9731133843962938,0.0004,False
JAATVM010000031.1_2,True,0.8481825279777913,0.0002,False
WFTM01000033.1_6,True,0.9636714605734947,0.0,False
WFTM01000045.1_8,True,0.9133395984581143,0.0002,False
WFTM01000124.1_3,True,0.723518695237269,0.0,False
WFTM01000193.1_5,True,0.9613128976279197,0.0,False
WFTM01000226.1_7,True,0.9714840090656326,0.0,False
WFTM01000226.1_17,True,0.9380930889572305,0.0002,False
WFTM01000281.1_7,True,0.9632765759991008,0.0,False
WFTM01000303.1_2,True,0.8304849483820596,0.0,False
WFTM01000370.1_3,True,0.9116644997222546,0.0,False
WFTM01000393.1_2,True,0.9975724013466823,0.0006,True
WFTM01000479.1_12,True,0.9933341888835524,0.0,False
WAQS01000026.1_8,True,0.9875039224750134,0.0014,True
WAQS01000040.1_5,True,0.9470797455866424,0.0,False
WAQS01000176.1_1,True,0.9455086386540009,0.0,False
WAQS01000183.1_5,True,0.8122668517393945,0.0002,False
WAQS01000183.1_7,True,0.9655741395779199,0.0002,False
WAQS01000187.1_1,True,0.8645788149561898,0.0,False
WAQS01000192.1_4,True,0.5971198056736358,0.0,False
WAQS01000211.1_2,True,0.9935651789228513,0.0012,True
WAQS01000218.1_5,True,0.999214015916158,0.0012,True
WAQS01000229.1_3,True,0.985196610625484,0.0002,False
WAQS01000295.1_9,True,0.7479829964431335,0.0,False
WAQR01000146.1_4,True,0.9989207978032968,0.0004,False
WAQR01000170.1_10,True,0.9763393622602441,0.0002,False
WAQR01000177.1_5,True,0.8650993320031231,0.0,False
WAQR01000192.1_1,True,0.6730285416847401,0.0,False
WAQR01000228.1_4,True,0.9994684492755342,0.0016,True
WAQR01000248.1_1,True,0.9646331790471067,0.0002,False
WAMD01000032.1_5,True,0.9994720169801267,0.0016,True
WAMD01000032.1_16,True,0.8353431074867702,0.0,False
WALD01000065.1_2,True,0.8382927040860588,0.0,False
WALD01000094.1_5,True,0.9994968458468864,0.0016,True
WALD01000101.1_14,True,0.8694369740609005,0.0,False
JACRAC010000043.1_5,True,0.9996056046020962,0.0002,False
JACRAC010000060.1_7,True,0.8645788149561898,0.0,False
JAEEJP010000118.1_3,True,0.9836853255770478,0.0014,True
JAEEJP010000023.1_22,True,0.998929736466059,0.001,True
JAEEJP010000005.1_1,True,0.9417281140164353,0.0004,False
JAEEJP010000033.1_1,True,0.9981628074220953,0.0006,True
JAEEJP010000034.1_27,True,0.9851941376202262,0.0014,True
JAEEJP010000036.1_4,True,0.9909589648960557,0.0016,True
JAEEJP010000084.1_13,True,0.9810420388615643,0.0002,False
JAEEJP010000095.1_6,True,0.36783204649952284,0.0002,False
JAEOSL010000164.1_5,True,0.8577253405049016,0.0,False
JAEOSL010000001.1_100,True,0.991769247636429,0.0,False
JAEOSL010000087.1_14,True,0.9995796985103463,0.0008,True
JAEOSL010000013.1_31,True,0.9997161709381298,0.0016,True
JAEOSL010000016.1_1,True,0.9272144720630819,0.0,False
JAEOSL010000016.1_5,True,0.9899218047032913,0.001,True
JAEOSL010000108.1_12,True,0.993043230451084,0.0,False
JAEOSL010000133.1_9,True,0.9989180330336023,0.0002,False
JAEOSL010000135.1_5,True,0.97079096834712,0.0,False
JAEOSL010000138.1_1,True,0.9995645878974903,0.0006,True
JAEOSL010000036.1_5,True,0.997129937965953,0.0002,False
JAEOSL010000038.1_1,True,0.9916031157429643,0.0,False
JAEOSL010000053.1_20,True,0.9283955509708889,0.0004,False
JAEOSL010000008.1_30,True,0.5905265897458142,0.0,False
JAEOSL010000150.1_1,True,0.9993745080035089,0.001,True
JAEOSL010000152.1_1,True,0.9473493861635366,0.0,False
VGJA01000006.1_16,True,0.9995795846549376,0.0014,True
VGJA01000019.1_7,True,0.67459009282554,0.0,False
VGJA01000068.1_1,True,0.9890443894675343,0.0,False
VGJA01000102.1_5,True,0.9011653161673406,0.0002,False
VGJA01000133.1_1,True,0.9035582028070066,0.0,False
JAFGDH010000015.1_6,True,0.8656198490500564,0.0,False
JAFGDH010000021.1_32,True,0.8659668604146786,0.0,False
JAFGDH010000031.1_52,True,0.7769584453890865,0.0,False
JAFUHT010000026.1_8,True,0.978908547655477,0.0,False
JAFUHT010000026.1_9,True,0.8877418235447211,0.0,False
JAFUHT010000040.1_27,True,0.9985780436007317,0.0004,False
JAFUHT010000071.1_13,True,0.9990595892488099,0.002,True
JAFZBN010000019.1_29,True,0.9320575486728919,0.0,False
JAFZBN010000021.1_14,True,0.9908279411905737,0.001,True
JAFZBN010000005.1_104,True,0.9875486132911626,0.0,False
JAFZBN010000001.1_3,True,0.9748589062386008,0.0002,False
JAFZBN010000011.1_52,True,0.9911944082034556,0.0002,False
JAFZBN010000015.1_189,True,0.9875442959994406,0.0004,False
JAFZBN010000016.1_90,True,0.9946605312834599,0.0002,False
JAFZBN010000018.1_53,True,0.9988544014118035,0.0004,False
JAFZBN010000018.1_147,True,0.9048473090328621,0.0,False
JAFCFP010000006.1_14,True,0.9158448228292657,0.0002,False
JAFCFP010000007.1_24,True,0.9993841488408979,0.0012,True
JAFCFP010000016.1_3,True,0.854775743905613,0.0,False
JAFCFP010000016.1_21,True,0.8247592608657933,0.0002,False
JAFCFP010000001.1_43,True,0.9978935451408003,0.0002,False
JAFCFP010000002.1_56,True,0.9451251951338006,0.0002,False
JAFCFP010000033.1_8,True,0.9769169399674814,0.0002,False
JAFCDI010000002.1_16,True,0.9995894126312325,0.0012,True
JAFCDI010000018.1_24,True,0.8081894682050837,0.0,False
JAAOXU010000033.1_14,True,0.8899106445736098,0.0,False
JAAOXU010000005.1_31,True,0.8634510280211677,0.0,False
JAAOXU010000034.1_34,True,0.9990822614965446,0.0014,True
JAAOXU010000034.1_45,True,0.9202878272424387,0.0002,False
JAAOXX010000031.1_9,True,0.997894282995164,0.0006,True
JAAOXX010000046.1_14,True,0.9982979664388323,0.0014,True
JAAOXX010000064.1_5,True,0.9192333570168325,0.0002,False
JAAOXX010000065.1_2,True,0.6843064110349614,0.0002,False
JAGVWD010000020.1_6,True,0.9164050467159481,0.0,False
JAGVWD010000001.1_3,True,0.7739220959486424,0.0,False
JAGVWD010000001.1_5,True,0.6613169081287412,0.0,False
JAGVWD010000044.1_13,True,0.9976801200515708,0.0004,False
JAGVWD010000053.1_6,True,0.9820246924352768,0.0002,False
JAGVWA010000018.1_17,True,0.9970962187912595,0.0004,False
JAGVWA010000001.1_97,True,0.9997667159557091,0.0018,True
JAGVWA010000020.1_3,True,0.8572048234579682,0.0,False
JAGVWA010000013.1_3,True,0.9817060038892534,0.0002,False
JAGVWA010000005.1_60,True,0.723345189554958,0.0,False
JAHITZ010000054.1_9,True,0.9971803488210033,0.0002,False
JAHITZ010000012.1_2,True,0.9996758642321796,0.0014,True
JAHITZ010000025.1_40,True,0.8844452155808102,0.0002,False
JAHITZ010000025.1_75,True,0.8304849483820596,0.0002,False
JAHITZ010000032.1_67,True,0.8577253405049016,0.0,False
JAHJLF010000008.1_1,True,0.9962084353210081,0.0006,True
JAHJLF010000090.1_5,True,0.9975507685536663,0.0,False
JAHJLF010000050.1_9,True,0.998179242665769,0.0008,True
JAHJLF010000062.1_33,True,0.9985869723980861,0.0012,True
JAHJLF010000072.1_11,True,0.8802810792053439,0.0006,True
JAHJSX010000021.1_2,True,0.8080159625227726,0.0,False
JAHJSX010000062.1_1,True,0.9990257144541046,0.0016,True
JAHJSX010000191.1_9,True,0.9980369276097442,0.0002,False
JAHJSX010000153.1_4,True,0.9969232198136246,0.0012,True
JAHJSX010000172.1_3,True,0.9115248104443423,0.0006,True
JAHJSX010000183.1_8,True,0.9990644140148067,0.002,True
JAFANK010000134.1_1,True,0.9481592627321135,0.0,False
JAFANK010000276.1_6,True,0.9794261682317223,0.0002,False
JAFANK010000142.1_3,True,0.8081894682050837,0.0,False
JAFANK010000053.1_7,True,0.9993597268890003,0.001,True
JAFANK010000285.1_11,True,0.8690032098551228,0.0,False
JAFANK010000073.1_12,True,0.9995077662531353,0.001,True
JAFANK010000324.1_5,True,0.9488372399939474,0.0002,False
JAFANK010000298.1_3,True,0.9844364006876922,0.0004,False
OMZR01000038.1_34,True,0.9990393977024822,0.0006,True
OMZR01000015.1_7,True,0.9952693732869481,0.0,False
OMZR01000119.1_6,True,0.9997723933155149,0.0,False
OMZR01000192.1_5,True,0.8978051531187646,0.0,False
OMZR01000106.1_17,True,0.7857204823457968,0.0,False
OMZR01000133.1_3,True,0.9969069266556573,0.0002,False
ONGA01000006.1_35,True,0.9998323842482706,0.0006,True
ONGA01000008.1_124,True,0.9995713701658501,0.0,False
ONGA01000001.1_98,True,0.9832637218509993,0.0,False
ONGA01000001.1_132,True,0.992166217833516,0.0002,False
ONGA01000019.1_3,True,0.927770820936132,0.0,False
ONGA01000004.1_62,True,0.5131430554350656,0.0002,False
ONGA01000002.1_99,True,0.9691580716102915,0.0002,False
ONGA01000015.1_3,True,0.9918046785063221,0.0004,False
ONGA01000015.1_8,True,0.9976113259283894,0.0,False
ONGA01000013.1_8,True,0.9989358650886334,0.0002,False
CAADSM010000097.1_21,True,0.8797605621584107,0.0002,False
CAADSM010000101.1_5,True,0.9328034266636986,0.0,False
CAADSM010000139.1_10,True,0.9480745299940598,0.0004,False
CAADSM010000152.1_40,True,0.9999774083242134,0.0008,True
CAIQVJ010000006.1_32,True,0.9999628380479473,0.0002,False
CAIQVJ010000007.1_125,True,0.9752432612674413,0.0002,False
CAIQVJ010000019.1_198,True,0.9175470620322513,0.0002,False
CAIQVJ010000026.1_6,True,0.9569038317566753,0.0,False
CAIQVJ010000030.1_1,True,0.9999982411529313,0.0002,False
CAIQVJ010000042.1_9,True,0.829443914288193,0.0,False
CAIQVJ010000048.1_3,True,0.9564383654094568,0.0,False
CAIQVJ010000083.1_8,True,0.9991554642096747,0.0002,False
CAIQVJ010000095.1_49,True,0.857638587663746,0.0,False
CAIQVJ010000108.1_162,True,0.9975269661117411,0.0002,False
CAIQVJ010000108.1_232,True,0.5799427431248373,0.0,False
CAIQVJ010000110.1_13,True,0.9645709938770038,0.0004,False
CAIQVJ010000112.1_132,True,0.989829645281461,0.0002,False
CAIQVJ010000118.1_73,True,0.9934317910071071,0.0006,True
CAIQVJ010000130.1_29,True,0.8166912466383274,0.0,False
CAIQVJ010000130.1_30,True,0.9981809472317493,0.0006,True
CAIQVJ010000130.1_33,True,0.9999909159716797,0.0004,False
CAIQVJ010000137.1_25,True,0.9301664366999215,0.0,False
CAIWRR010000115.1_2,True,0.9929472321467179,0.0002,False
CAIWRR010000121.1_2,True,0.9932983427813886,0.0002,False
CAIWRR010000127.1_14,True,0.7138891298690032,0.0004,False
CAIWRR010000175.1_2,True,0.8613689598334345,0.0,False
CAIWRR010000243.1_2,True,0.992770750550348,0.0,False
CAIWRR010000253.1_2,True,0.9905322392162408,0.0004,False
NZ_CP007062.1_285,True,0.8470547410427691,0.0,False
NZ_CP007062.1_286,True,0.9978236320776894,0.001,True
NZ_CP007062.1_897,True,0.8631040166565455,0.0,False
NZ_CP007062.1_925,True,0.9889688878689163,0.0004,False
NZ_CP007062.1_927,True,0.5023857031317776,0.0,False
NZ_CP007062.1_1006,True,0.9587900368710343,0.0008,True
NZ_CP007062.1_1027,True,0.49006679968768974,0.0004,False
NZ_CP007062.1_1225,True,0.9962374389039071,0.0008,True
NZ_CP007062.1_1859,True,0.9342001451534189,0.0,False
NZ_CP007062.1_2110,True,0.7307191810531795,0.0,False
NZ_CP007062.1_2113,True,0.996966028146056,0.001,True
NZ_AGJL01000064.1_8,True,0.7773054567537087,0.0,False
NZ_AGJL01000056.1_5,True,0.6574997831178971,0.0002,False
NZ_AGJL01000039.1_11,True,0.8353431074867702,0.0,False
NZ_AGJL01000033.1_8,True,0.9927167621352299,0.0004,False
NZ_AGJL01000010.1_22,True,0.9905380563806445,0.0008,True
NZ_AGJL01000004.1_7,True,0.9873942356931936,0.0,False
NZ_AGJL01000001.1_38,True,0.878546022382233,0.0,False
NC_018649.1_44,True,0.9960945039536101,0.0004,False
NC_018649.1_403,True,0.408085364795697,0.0,False
NC_018649.1_515,True,0.7492842890604667,0.0,False
NC_018649.1_1530,True,0.9965564483323325,0.0,False
NC_018649.1_1531,True,0.9873034319038333,0.0004,False
NC_018649.1_1614,True,0.7981261386310402,0.0,False
NC_018649.1_1640,True,0.999714916810826,0.0002,False
NC_018649.1_1711,True,0.8076689511581504,0.0,False
NC_018649.1_2003,True,0.9991305641103785,0.0016,True
NC_018649.1_2273,True,0.9847156347231174,0.0004,False
NC_018649.1_2277,True,0.9883601877248811,0.0004,False
NZ_KB908319.1_275,True,0.9910076822092425,0.0008,True
NZ_KB908320.1_1,True,0.9916407443835963,0.0002,False
NZ_KB908321.1_303,True,0.9902074766260598,0.0004,False
NZ_KB908322.1_19,True,0.9917766101832916,0.001,True
NZ_KB908323.1_138,True,0.9945261261841132,0.0,False
NZ_KB908329.1_82,True,0.9969854559940432,0.0002,False
NZ_KB908330.1_57,True,0.9972055477262307,0.0,False
NZ_KB908333.1_48,True,0.9946819011445553,0.0002,False
NZ_KB908339.1_17,True,0.9896122142201458,0.001,True
NZ_KB908339.1_34,True,0.9979488203719626,0.0,False
NZ_KB908340.1_7,True,0.9999521231702561,0.0004,False
NZ_KB908346.1_2,True,0.9399261044982707,0.0004,False
NZ_KB908347.1_17,True,0.997921306175824,0.0,False
NZ_KB908350.1_10,True,0.9916407443835963,0.0002,False
NC_022792.1_757,True,0.9232088421998879,0.0,False
NC_022792.1_1189,True,0.6591480870998525,0.0,False
NC_022792.1_1402,True,0.974170127875942,0.0006,True
NC_022792.1_1629,True,0.46239264335906993,0.0,False
NC_022792.1_1786,True,0.9150084949438035,0.0,False
NC_022792.1_2021,True,0.9973349696910365,0.0,False
NZ_JPST01000003.1_28,True,0.9986007858456759,0.0004,False
NZ_JPST01000003.1_129,True,0.998731810000279,0.0004,False
NZ_JPST01000003.1_167,True,0.9942611202875742,0.0002,False
NZ_JPST01000004.1_1,True,0.9987661679633455,0.0002,False
NZ_JPST01000013.1_97,True,0.8781990110176108,0.0,False
NZ_JPST01000018.1_28,True,0.8932940053786762,0.0002,False
NZ_JPST01000019.1_30,True,0.4826060553483127,0.0002,False
NZ_JPST01000029.1_32,True,0.9590820189264389,0.0,False
NZ_JPST01000030.1_39,True,0.998757931006343,0.001,True
NZ_JPST01000036.1_87,True,0.7190075474971805,0.0,False
NZ_JPST01000036.1_104,True,0.8358636245337034,0.0,False
NZ_JPST01000063.1_4,True,0.9484494250016512,0.0,False
NZ_JXCG01000015.1_18,True,0.9037156536118657,0.0,False
NZ_JXCG01000019.1_11,True,0.9209506152659138,0.0002,False
NZ_JXCG01000006.1_38,True,0.996565364955843,0.0008,True
NZ_JXCG01000008.1_7,True,0.9675889157909219,0.0002,False
NZ_JXCG01000008.1_42,True,0.9996991689398054,0.0014,True
NZ_LMGK01000001.1_298,True,0.6161186778867008,0.0004,False
NZ_LMGK01000002.1_36,True,0.9946577435072588,0.0,False
NZ_LMGK01000002.1_160,True,0.996902666291018,0.0002,False
NZ_LMGK01000003.1_21,True,0.9974130789653881,0.0002,False
NZ_LMGK01000004.1_216,True,0.9970016651788164,0.0,False
NZ_LMGK01000005.1_137,True,0.997964243839964,0.0,False
NZ_LMGK01000006.1_36,True,0.996908911352044,0.0002,False
NZ_LMGK01000006.1_136,True,0.9760332860245012,0.0006,True
NZ_LMGK01000007.1_14,True,0.6267892773488332,0.0,False
